"pays","nom pap","auteur","titre","editeur","type","editeur trad"
"IRAN","SADEGH HEDAYAT","SENANCOUR ÉTIENNE (DE)","Oberman","Gallimard","Lettres","Sosrouh"
"IRAN","SADEGH HEDAYAT","SERRES MICHEL","Le Trésor, dictionnaire des sciences","Flammarion","Sciences Sociales et Humaines","Farhang Moaser"
"IRLANDE","SAMUEL BECKETT","GATTI ARMAND","La Cigogne","Verdier","Lettres","Sheffield Academic Press"
"IRLANDE","SAMUEL BECKETT","GATTI ARMAND","La Deuxième Existence du camp de Tatenberg","Verdier","Lettres","Sheffield Academic Press"
"IRLANDE","SAMUEL BECKETT","GATTI ARMAND","La Journée d’une infirmière","Verdier","Lettres","Sheffield Academic Press"
"IRLANDE","SAMUEL BECKETT","NAVRATIL ÉLISABETH","Les Enfants du Titanic","Hachette","Jeunesse","O’Brien"
"IRLANDE","SAMUEL BECKETT","SAINT-EXUPÉRY ANTOINE (DE)","Le Petit Prince","Gallimard","Lettres","Lagan"
"IRLANDE","SAMUEL BECKETT","SULIVAN JEAN","Devance tout adieu","Gallimard","Lettres","Four Courts"
"ISLANDE","JULES VERNE","FOUCAULT MICHEL","L’Histoire de la folie à l’âge classique (extraits)","Gallimard","Philosophie","Bokmenntafrae distofnun"
"ISLANDE","JULES VERNE","PROUST MARCEL","Du côté de chez Swann","","Lettres","Bjartur"
"ISRAËL","BEN YEHUDA","COLLECTIF","Anthologie de la poésie de la Pléiade","Gallimard","Lettres","Carmel"
"ISRAËL","BEN YEHUDA","ANZIEU DIDIER","Le Moi-Peau","Dunod","Sciences Sociales et Humaines","Bookworm"
"ISRAËL","BEN YEHUDA","ARTAUD ANTONIN","Héliogabale","Gallimard","Lettres","Babel"
"ISRAËL","BEN YEHUDA","ARTAUD ANTONIN","Le Théâtre et son double","Gallimard","Arts","Babel"
"ISRAËL","BEN YEHUDA","AZÉMA JEAN-PIERRE","Jean Moulin","Plon","Sciences Sociales et Humaines","Nimrod"
"ISRAËL","BEN YEHUDA","BACHELARD GASTON","L’Air et les Songes","José Corti","Philosophie","Nimrod"
"ISRAËL","BEN YEHUDA","BACHELARD GASTON","L’Eau et les Rêves","José Corti","Philosophie","Nimrod"
"ISRAËL","BEN YEHUDA","BACHELARD GASTON","La Terre et les Rêveries de la volonté","José Corti","Philosophie","Nimrod"
"ISRAËL","BEN YEHUDA","BACHELARD GASTON","La Terre et les Rêveries du repos","José Corti","Philosophie","Nimrod"
"ISRAËL","BEN YEHUDA","BADIOU ALAIN","L’Ethique","Hatier","Philosophie","Resling"
"ISRAËL","BEN YEHUDA","BADIOU ALAIN","Saint-Paul. La fondation de l’universalisme","PUF","Philosophie","Resling"
"ISRAËL","BEN YEHUDA","BARTHES ROLAND","Critique et vérité","Le Seuil","Lettres","Resling"
"ISRAËL","BEN YEHUDA","BARTHES ROLAND","Le Degré zéro de l’écriture","Le Seuil","Lettres","Resling"
"ISRAËL","BEN YEHUDA","BARTHES ROLAND","Le Grain de la voix","Le Seuil","Lettres","Resling"
"ISRAËL","BEN YEHUDA","BARTHES ROLAND","Mythologies","Le Seuil","Sciences Sociales et Humaines","Babel"
"ISRAËL","BEN YEHUDA","BARTHES ROLAND","Le Plaisir du texte. Variations sur l’écriture","Le Seuil","Lettres","Resling"
"ISRAËL","BEN YEHUDA","BATAILLE GEORGES","Histoire de l’œil","Fayard/Pauvert","Lettres","Babel"
"ISRAËL","BEN YEHUDA","BATAILLE GEORGES","L’Impossible","Minuit","Lettres","Resling"
"ISRAËL","BEN YEHUDA","BATAILLE GEORGES","Théorie de la religion","Gallimard","Lettres","Resling"
"ISRAËL","BEN YEHUDA","BAUDRILLARD JEAN","Amérique","Grasset","Sciences Sociales et Humaines","Babel"
"ISRAËL","BEN YEHUDA","BECKETT SAMUEL","Pièces en prose","Minuit","Lettres","Kibbutz Hameuhad"
"ISRAËL","BEN YEHUDA","BÉDIER JOSEPH","Le Roman de Tristan et Iseut","Joseph Bédier","Lettres","Carmel"
"ISRAËL","BEN YEHUDA","BOKANOWISKI THIERRY","Sandor Ferenczi","PUF","Sciences Sociales et Humaines","Bookworm"
"ISRAËL","BEN YEHUDA","BOURDIEU PIERRE","La Domination masculine","Le Seuil","Sciences Sociales et Humaines","Resling"
"ISRAËL","BEN YEHUDA","BOURDIEU PIERRE","Esquisse pour une auto-analyse","Le Seuil","Sciences Sociales et Humaines","Kibbutz Hameurad"
"ISRAËL","BEN YEHUDA","BOURDIEU PIERRE","Questions de sociologie","Minuit","Sciences Sociales et Humaines","Resling"
"ISRAËL","BEN YEHUDA","BOURDIEU PIERRE","Sur la télévision, l’emprise du journalisme, et annexes","Le Seuil/Liber","Sciences Sociales et Humaines","Babel"
"ISRAËL","BEN YEHUDA","BOVE EMMANUEL","Mes amis","Flammarion","Lettres","Me’Orer"
"ISRAËL","BEN YEHUDA","BRAUDEL FERNAND","La Méditerranée","Flammarion","Sciences Sociales et Humaines","Carmel"
"ISRAËL","BEN YEHUDA","BRESSON ROBERT","Notes sur le cinématographe","Gallimard","Arts","Carmel"
"ISRAËL","BEN YEHUDA","CHABERT CATHERINE","Didier Anzieu","PUF","Sciences Sociales et Humaines","Bookworm"
"ISRAËL","BEN YEHUDA","CHAR RENÉ","Œuvres complètes","Gallimard","Lettres","Carmel"
"ISRAËL","BEN YEHUDA","CIORAN EMILE MICHEL","Anthologie de textes de Cioran","Gallimard","Lettres","Nimrod"
"ISRAËL","BEN YEHUDA","COMTE-SPONVILLE ANDRÉ","Petit Traité des grandes vertus","PUF","Lettres","Babel"
"ISRAËL","BEN YEHUDA","DELEUZE GILLES","Kafka. Pour une littérature mineure","Minuit","Philosophie","Resling"
"ISRAËL","BEN YEHUDA","DELEUZE GILLES","Qu’est-ce que la philosophie ?","Minuit","Philosophie","Resling"
"ISRAËL","BEN YEHUDA","DERRIDA JACQUES","De l’hospitalité","Calmann-Lévy","Philosophie","Resling"
"ISRAËL","BEN YEHUDA","DERRIDA JACQUES","Force de loi","Galilée","Philosophie","Resling"
"ISRAËL","BEN YEHUDA","DIATKINE GILBERT","Jacques Lacan","PUF","Sciences Sociales et Humaines","Bookworm"
"ISRAËL","BEN YEHUDA","DOLTO FRANÇOISE","Lorsque l’enfant paraît (tomes I, II et III)","Le Seuil","Sciences Sociales et Humaines","Bookworm"
"ISRAËL","BEN YEHUDA","DURAS MARGUERITE","Écrire","Gallimard","Lettres","Carmel"
"ISRAËL","BEN YEHUDA","DURAS MARGUERITE","Le Ravissement de Lol V. Stein","Gallimard","Lettres","Carmel"
"ISRAËL","BEN YEHUDA","DURAS MARGUERITE","Le Vice-Consul","Gallimard","Lettres","Carmel"
"ISRAËL","BEN YEHUDA","ELIADE MIRCEA","Histoire des croyances et des idées religieuses","Payot et Rivages","Sciences Sociales et Humaines","Nimrod"
"ISRAËL","BEN YEHUDA","ELIADE MIRCEA","Traité d’histoire des religions","Payot","Sciences Sociales et Humaines","Nimrod"
"ISRAËL","BEN YEHUDA","ELIADE MIRCEA","Le Yoga, immortalité et liberté","Payot","Sciences Sociales et Humaines","Nimrod"
"ISRAËL","BEN YEHUDA","ELIADE MIRCEA & COULIANO IOAN PETER","Dictionnaire des religions","Plon","Sciences Sociales et Humaines","Carmel"
"ISRAËL","BEN YEHUDA","FANON FRANTZ","Les Damnés de la terre","La Découverte","Lettres","Babel"
"ISRAËL","BEN YEHUDA","FAVRET SAADA JEANNE","Les Mots, la Mort, les Sorts","Gallimard","Sciences Sociales et Humaines","Tel Aviv University Press"
"ISRAËL","BEN YEHUDA","FOUCAULT MICHEL","L’Archéologie du savoir","Gallimard","Philosophie","Resling"
"ISRAËL","BEN YEHUDA","FOUCAULT MICHEL","Dits et écrits (extraits)","Gallimard","Philosophie","Resling"
"ISRAËL","BEN YEHUDA","FOUCAULT MICHEL","Naissance de la clinique","PUF","Philosophie","Resling"
"ISRAËL","BEN YEHUDA","FOUCAULT MICHEL","L’Ordre du discours","Gallimard","Philosophie","Babel"
"ISRAËL","BEN YEHUDA","FOUCAULT MICHEL","Surveiller et punir","Gallimard","Philosophie","Babel"
"ISRAËL","BEN YEHUDA","GAGNEBIN MURIELLE","Michel de M’Uzan","PUF","Sciences Sociales et Humaines","Bookworm"
"ISRAËL","BEN YEHUDA","GREEN ANDRÉ","La Mère morte","Minuit","Sciences Sociales et Humaines","Bookworm"
"ISRAËL","BEN YEHUDA","GREEN ANDRÉ","Le Temps éclaté","Minuit","Sciences Sociales et Humaines","Bookworm"
"ISRAËL","BEN YEHUDA","IRIGARAY LUCE","Éthique de la différence sexuelle","Minuit","Sciences Sociales et Humaines","Resling"
"ISRAËL","BEN YEHUDA","JACOB FRANÇOIS","La Souris, la mouche et l’homme","Odile Jacob","Sciences Sociales et Humaines","Attic"
"ISRAËL","BEN YEHUDA","JANIN CLAUDE","J.- B. Pontalis","PUF","Sciences Sociales et Humaines","Bookworm"
"ISRAËL","BEN YEHUDA","KHADRA YASMINA","À quoi rêvent les loups","Julliard","Lettres","Pandora"
"ISRAËL","BEN YEHUDA","KRISTEVA JULIA","Au commencement était l’amour. Psychanalyse et foi","Hachette","Sciences Sociales et Humaines","Resling"
"ISRAËL","BEN YEHUDA","KRISTEVA JULIA","Pouvoirs de l’horreur","Le Seuil","Sciences Sociales et Humaines","Resling"
"ISRAËL","BEN YEHUDA","LAPLANCHE JEAN","Fantasme originaire, fantasme des origines, origines du fantasme","Hachette","Sciences Sociales et Humaines","Resling"
"ISRAËL","BEN YEHUDA","LAPLANCHE JEAN","Vocabulaire de la psychanalyse","PUF","Sciences Sociales et Humaines","Bookworm"
"ISRAËL","BEN YEHUDA","LÉVI-STRAUSS CLAUDE","Mythologiques (tomes I, II, III et IV)","Plon","Sciences Sociales et Humaines","Nimrod"
"ISRAËL","BEN YEHUDA","LÉVI-STRAUSS CLAUDE","Le Totémisme aujourd’hui","PUF","Sciences Sociales et Humaines","Resling"
"ISRAËL","BEN YEHUDA","MANZANO JUAN","Les Scénarios narcissiques de la parentalité","PUF","Sciences Sociales et Humaines","Bookworm"
"ISRAËL","BEN YEHUDA","MEMMI ALBERT","Portrait du colonisateur","Gallimard","Lettres","Carmel"
"ISRAËL","BEN YEHUDA","MEMMI ALBERT","Portrait du colonisé","Gallimard","Lettres","Carmel"
"ISRAËL","BEN YEHUDA","MENDELSON DAVID","Voyage à Jérusalem","","Lettres","Carmel"
"ISRAËL","BEN YEHUDA","MERLEAU-PONTY MAURICE","L’Œil et l’Esprit","Gallimard","Philosophie","Resling"
"ISRAËL","BEN YEHUDA","MINC ALAIN","Le Nouveau Moyen Âge","Gallimard","Sciences Sociales et Humaines","Babel"
"ISRAËL","BEN YEHUDA","OPPENHEIMER AGNÈS","Heinz Kohut","PUF","Sciences Sociales et Humaines","Bookworm"
"ISRAËL","BEN YEHUDA","PAULHAN JEAN","Les Causes célèbres, Le Guerrier appliqué,","Gallimard","Lettres","Carmel"
"ISRAËL","BEN YEHUDA","PEREC GEORGES","Progrès en amour assez lents, Lalie Les Choses","Julliard","Lettres","Babel"
"ISRAËL","BEN YEHUDA","PEREC GEORGES","La Disparition","Gallimard","Lettres","Babel"
"ISRAËL","BEN YEHUDA","PEREC GEORGES","Quel petit vélo à guidon chromé au fond de la cour ?","Gallimard","Lettres","Babel"
"ISRAËL","BEN YEHUDA","PEREC GEORGES","Récits d’Ellis Island","POL","Lettres","Babel"
"ISRAËL","BEN YEHUDA","PEREC GEORGES","Théâtre I. L’augmentation. La Poche Parmentier","Hachette","Lettres","Resling"
"ISRAËL","BEN YEHUDA","PEREC GEORGES","Un homme qui dort","Gallimard","Lettres","Babel"
"ISRAËL","BEN YEHUDA","PEREC GEORGES","La Vie mode d’emploi","Hachette Littérature","Lettres","Babel"
"ISRAËL","BEN YEHUDA","PONTALIS JEAN-BERTRAND","Fenêtres","Gallimard","Lettres","Bookworm"
"ISRAËL","BEN YEHUDA","QUINODOZ JEAN-MICHEL","Lire Freud","PUF","Sciences Sociales et Humaines","Bookworm"
"ISRAËL","BEN YEHUDA","ROUSSEL ÉRIC","Charles de Gaulle","Gallimard","Sciences Sociales et Humaines","Carmel"
"ISRAËL","BEN YEHUDA","SARRAUTE NATHALIE","L’Usage de la parole","Gallimard","Lettres","Resling"
"ISRAËL","BEN YEHUDA","SARTRE JEAN-PAUL","Le Regard (extrait de l’Être et le Néant)","Gallimard","Philosophie","Resling"
"ISRAËL","BEN YEHUDA","SAUSSURE FERDINAND (DE)","Cours de linguistique générale","Payot","Sciences Sociales et Humaines","Resling"
"ISRAËL","BEN YEHUDA","SCARFONE DOMINIQUE","Jean Laplanche","PUF","Sciences Sociales et Humaines","Bookworm"
"ISRAËL","BEN YEHUDA","SEMELIN JACQUES","La Non-violence expliquée à mes filles","Le Seuil","Sciences Sociales et Humaines","Carmel"
"ISRAËL","BEN YEHUDA","TEILHARD DE CHARDIN PIERRE","Le Phénomène humain","Le Seuil","Philosophie","Nimrod"
"ISRAËL","BEN YEHUDA","TROISIER HÉLÈNE","Piera Aulagnier","PUF","Sciences Sociales et Humaines","Boockworm"
"ISRAËL","BEN YEHUDA","TRUFFAUT FRANÇOIS","Hitchock","Gallimard","Arts","Babel"
"ISRAËL","BEN YEHUDA","VANIER ALAIN","Lacan","Les Belles Lettres","Sciences Sociales et Humaines","Resling"
"ISRAËL","BEN YEHUDA","VEYNE PAUL","Les Grecs ont-ils cru à leurs mythes ?","Le Seuil","Philosophie","Tel Aviv University Press"
"ISRAËL","BEN YEHUDA","VIRILIO PAUL","Ville Panique","Galilée","Sciences Sociales et Humaines","Babel"
"ITALIE","CASANOVA","COLLECTIF","Anthropologie de traditions culturelles Italie-France","","Sciences Sociales et Humaines","Cisu"
"ITALIE","CASANOVA","COLLECTIF","Sartre","Gallimard","Philosophie","Christian Marinotti"
"ITALIE","CASANOVA","COLLECTIF « CAHIERS DU CINÉMA »","La Nouvelle Vague","L’Étoile","Arts","Minimum Fax"
"ITALIE","CASANOVA","ANNE CATHERINE","Agnès","Actes Sud","Lettres","Intercity Festival"
"ITALIE","CASANOVA","APPERRY YANN","Diabolus in musica","Grasset","Lettres","Postmedia"
"ITALIE","CASANOVA","ARRABAL FERNANDO","Baal Babylone","Christian Bourgois","Lettres","Libreria dell’Orso"
"ITALIE","CASANOVA","ARTAUD ANTONIN","Œuvres complètes (tome I)","Gallimard","Lettres","Via del Vento"
"ITALIE","CASANOVA","BACHELARD GASTON","L’Engagement rationaliste","PUF","Philosophie","Jaca Book"
"ITALIE","CASANOVA","BADIOU ALAIN","Saint Paul. La fondation de l’universalisme","PUF","Philosophie","Cronopio"
"ITALIE","CASANOVA","BANCEL NICOLAS","Zoos humains","La Découverte","Sciences Sociales et Humaines","Ombre Corte"
"ITALIE","CASANOVA","BARBIER FRÉDÉRIC","Histoire du livre","Armand Colin","Sciences Sociales et Humaines","Dedalo"
"ITALIE","CASANOVA","BATAILLE GEORGES","Œuvres complètes (extraits)","Gallimard","Lettres","Costa & Nolan"
"ITALIE","CASANOVA","BLANCHOT MAURICE","Écrits politiques","Lignes et Manifestes","Sciences Sociales et Humaines","Cronopio"
"ITALIE","CASANOVA","BOTUL JEAN-BAPTISTE","La Vie sexuelle d’Emmanuel Kant","Fayard","Sciences Sociales et Humaines","Ombre Corte"
"ITALIE","CASANOVA","BOURDIN DOMINIQUE","La Psychanalyse de Freud à aujourd’hui","Bréal","Sciences Sociales et Humaines","Dedalo"
"ITALIE","CASANOVA","BOURRIAUD NICOLAS","Postproduction","Nicolas Bourriaud","Lettres","Postmedia"
"ITALIE","CASANOVA","BRUCKNER PASCAL","Les Ogres anonymes","Grasset","Lettres","Scientifiche Italian"
"ITALIE","CASANOVA","CASSIN BARBARA","L’Effet sophistique","Gallimard","Philosophie","Jaca Book"
"ITALIE","CASANOVA","CASTORIADIS CORNELIUS","Domaines de l’homme","Le Seuil","Philosophie","Dedalo"
"ITALIE","CASANOVA","CASTORIADIS CORNELIUS","L’Institution imaginaire de la société","Le Seuil","Philosophie","Dedalo"
"ITALIE","CASANOVA","CASTORIADIS CORNELIUS","Le Monde morcelé","Le Seuil","Philosophie","Dedalo"
"ITALIE","CASANOVA","CASTORIADIS CORNELIUS","Osnabrück","Des Femmes","Lettres","Luciana Tufani"
"ITALIE","CASANOVA","CHOUAKI AZIZ","L’Étoile d’Alger","Balland","Lettres","Edizioni E/O"
"ITALIE","CASANOVA","CIXOUS HÉLÈNE","L’Épuisé","Le Seuil","Philosophie","Cronopio"
"ITALIE","CASANOVA","CLASTRES PIERRE","La Société contre l’État","Minuit","Sciences Sociales et Humaines","Ombre Corte"
"ITALIE","CASANOVA","CONFIANT RAPHAËL","Le Meurtre du Samedi-Gloria","Mercure de France","Lettres","Blue Edizioni"
"ITALIE","CASANOVA","DEBRAY RÉGIS","L’Emprise","Gallimard","Lettres","A. SE. FI"
"ITALIE","CASANOVA","DELEUZE GILLES","Empirisme et Subjectivité","PUF","Philosophie","Cronopio"
"ITALIE","CASANOVA","DELEUZE GILLES","Foucault","Minuit","Sciences Sociales et Humaines","Cronopio"
"ITALIE","CASANOVA","DELEUZE GILLES","Kafka. Pour une littérature mineure","Minuit","Philosophie","Quodlibet"
"ITALIE","CASANOVA","DELEUZE GILLES","Philosophie critique de Kant","PUF","Philosophie","Cronopio"
"ITALIE","CASANOVA","DELEUZE GILLES","Spinoza et le Problème de l’expression","Minuit","Philosophie","Quodlibet"
"ITALIE","CASANOVA","DELEUZE GILLES & GUATTARI FÉLIX","Dialogues","Minuit","Philosophie","Ombre Corte"
"ITALIE","CASANOVA","DELEUZE GILLES & GUATTARI FÉLIX","Mille Plateaux","Minuit","Philosophie","Castelvecchi"
"ITALIE","CASANOVA","DELEUZE GILLES & PARNET CLAIRE","Cosmopolites de tous les pays, encore un effort !","Galilée","Philosophie","Cronopio"
"ITALIE","CASANOVA","DELORT ROBERT","Histoire de l’environnement européen","PUF","Sciences Sociales et Humaines","Dedalo"
"ITALIE","CASANOVA","DERRIDA JACQUES","Chaque fois unique, la fin du monde","Galilée","Philosophie","Jaca Book"
"ITALIE","CASANOVA","DERRIDA JACQUES","Demeure","Galilée","Philosophie","Palomar"
"ITALIE","CASANOVA","DERRIDA JACQUES","Parages","Galilée","Philosophie","Jaca Book"
"ITALIE","CASANOVA","DERRIDA JACQUES","Positions","Minuit","Philosophie","Ombre Corte"
"ITALIE","CASANOVA","DERRIDA JACQUES & CIXOUS HÉLÈNE","Voiles","Galilée","Lettres","Alinea Editrice"
"ITALIE","CASANOVA","DJEMAI ABDELKADER","Camping","Le Seuil","Lettres","Nottetempo"
"ITALIE","CASANOVA","DUBUISSON DANIEL","Mythologies du XX e siècle","Presses Univ. de Lille","Sciences Sociales et Humaines","Dedalo"
"ITALIE","CASANOVA","DUMOULIE CAMILLE","Antonin Artaud","Le Seuil","Lettres","Costa & Nolan"
"ITALIE","CASANOVA","DURAS MARGUERITE","Les Eaux et forêts","Gallimard","Lettres","Intercity Festival"
"ITALIE","CASANOVA","ECHENOZ JEAN","Les Grandes Blondes","Minuit","Lettres","Libreria dell’Orso"
"ITALIE","CASANOVA","FOUCAULT MICHEL","Raymond Roussel","Gallimard","Philosophie","Ombre Corte"
"ITALIE","CASANOVA","FRANCK DIDIER","Nietzsche et l’Ombre de Dieu","PUF","Philosophie","Lithos"
"ITALIE","CASANOVA","FREGNI RENÉ","L’Été","Denoël","Lettres","Meridiano Zero"
"ITALIE","CASANOVA","FRIEDMAN YONA","Utopies réalisables","L’Éclat","Sciences Sociales et Humaines","Quodlibet"
"ITALIE","CASANOVA","GABILY DIDIER-GEORGES","Théâtre du mépris","Actes Sud","Lettres","Intercity Festival"
"ITALIE","CASANOVA","GAILLY CHRISTIAN","Be-Bop","Minuit","Lettres","Palomar"
"ITALIE","CASANOVA","GARRETA ANNE","La Décomposition","Grasset","Lettres","Robin"
"ITALIE","CASANOVA","GENETTE GÉRARD","L’Œuvre de l’art (tome I). Immanence et Transcendance","Le Seuil","Lettres","Clueb"
"ITALIE","CASANOVA","GORZ ANDRÉ","Misères du présent, richesse du possible","Galilée","Philosophie","Manifesto Libri"
"ITALIE","CASANOVA","GREEN JULIEN","Si j’étais vous","Fayard","Lettres","Quodlibet"
"ITALIE","CASANOVA","GREISCH JEAN","Ontologie et Temporalité","PUF","Philosophie","Lithos"
"ITALIE","CASANOVA","GUILLAUME VALÉRIE","Écrits sur Starck","Centre Pompidou","Arts","Postmedia"
"ITALIE","CASANOVA","HALIOUA BRUNO","La Médecine au temps des pharaons","Liana Levi","Sciences Sociales et Humaines","Dedalo"
"ITALIE","CASANOVA","HOLDER ÉRIC","Mademoiselle Chambon","Flammarion","Lettres","E/O"
"ITALIE","CASANOVA","IZZO JEAN-CLAUDE","Les Marins perdus","Flammarion","Lettres","E/O"
"ITALIE","CASANOVA","JANKÉLÉVITCH VLADIMIR","La Mauvaise Conscience","Aubier","Philosophie","Dedalo"
"ITALIE","CASANOVA","JEAN RAYMOND","La Lectrice","Actes Sud","Lettres","Robin"
"ITALIE","CASANOVA","JEAN RAYMOND","Mademoiselle Bovary","Actes Sud","Lettres","Robin"
"ITALIE","CASANOVA","KLEIN ROBERT","La Forme et l’Intelligible","Gallimard","Arts","Quodlibet"
"ITALIE","CASANOVA","L’HISTOIRE (COLLECTIF)","Israël. De Moïse aux accords d’Oslo","Le Seuil","Sciences Sociales et Humaines","Dedalo"
"ITALIE","CASANOVA","LACAN JACQUES","L’Éthique de la psychanalyse. Séminaire VII","Le Seuil","Sciences Sociales et Humaines","Einaudi"
"ITALIE","CASANOVA","LACLAVETINE JEAN-MARIE","Première ligne","Gallimard","Lettres","Robin"
"ITALIE","CASANOVA","LACLAVETINE JEAN-MARIE","Le Rouge et le Blanc","Gallimard","Lettres","Meridiano Zero"
"ITALIE","CASANOVA","LAGARCE JEAN-LUC","Les Règles du savoir-vivre dans la société moderne","Les Solitaires Intempestifs","Lettres","Teatro Limonaia"
"ITALIE","CASANOVA","LANZMANN CLAUDE","Un vivant qui passe","Fayard","Lettres","Cronopio"
"ITALIE","CASANOVA","LE PAVEL MARIE-CLAIRE","Mamie Ouate en Papoâsie","Actes Sud","Lettres","Intercity Festival"
"ITALIE","CASANOVA","LECOQ JACQUES","Le Corps poétique","Actes Sud","Lettres","Ubulibri"
"ITALIE","CASANOVA","LEHOUCQ ROLAND, COURTY JEAN-MICHEL & KIERLIK EDOUARD","Les Lois du monde","Pour la science","Sciences et Techniques","Dedalo"
"ITALIE","CASANOVA","LEVINAS EMMANUEL","Difficile liberté","Albin Michel","Philosophie","Jaca Book"
"ITALIE","CASANOVA","LEVY PIERRE","Les Technologies de l’intelligence","La Découverte","Sciences Sociales et Humaines","Ombre Corte"
"ITALIE","CASANOVA","MAGNAN PIERRE","L’Aube insolite","Denoël","Lettres","Voland"
"ITALIE","CASANOVA","MAGNAN PIERRE","Le Commissaire dans la truffière","Fayard","Lettres","Robin"
"ITALIE","CASANOVA","MAGNAN PIERRE","Le Sang des Atrides","Fayard","Lettres","Robin"
"ITALIE","CASANOVA","MAGNAN PIERRE","Le Secret des andrones","Fayard","Lettres","Robin"
"ITALIE","CASANOVA","MAGNAN PIERRE","Le Tombeau d’Hélios","Fayard","Lettres","Robin"
"ITALIE","CASANOVA","MAGNAN PIERRE","Un grison en Arcadie","Denoël","Lettres","Robin"
"ITALIE","CASANOVA","MICHAUX HENRI","Ailleurs","Gallimard","Lettres","Quodlibet"
"ITALIE","CASANOVA","MICHAUX HENRI","Face aux verrous","Gallimard","Lettres","Quodlibet"
"ITALIE","CASANOVA","MILNER JEAN-CLAUDE","Les Noms indistincts","Le Seuil","Sciences Sociales et Humaines","Quolibet"
"ITALIE","CASANOVA","MINGARELLI HUBERT","Quatre soldats","Le Seuil","Lettres","Nottetempo"
"ITALIE","CASANOVA","MINOIS GEORGES","L’Église et la guerre","Fayard","Sciences Sociales et Humaines","Dedalo"
"ITALIE","CASANOVA","MINOIS GEORGES","Histoire du rire et de la dérision","Fayard","Sciences Sociales et Humaines","Dedalo"
"ITALIE","CASANOVA","MORAND PAUL","L’Allure de Chanel","Hermann","Lettres","Novecento"
"ITALIE","CASANOVA","MORAND PAUL","New York","Flammarion","Lettres","Novecento"
"ITALIE","CASANOVA","NANCY JEAN-LUC","Hegel","Hachette","Philosophie","Cronopio"
"ITALIE","CASANOVA","NANCY JEAN-LUC","L’Image","Galilée","Sciences Sociales et Humaines","Cronopio"
"ITALIE","CASANOVA","NANCY JEAN-LUC","L’Intrus","Galilée","Philosophie","Cronopio"
"ITALIE","CASANOVA","NANCY JEAN-LUC","La Ville au loin","Fayard","Lettres","Ombre Corte"
"ITALIE","CASANOVA","NOTHOMB AMÉLIE","Les Combustibles","Albin Michel","Lettres","Voland"
"ITALIE","CASANOVA","NOTHOMB AMÉLIE","Mercure","Albin Michel","Lettres","Voland"
"ITALIE","CASANOVA","OSTER CHRISTIAN","Dans le train","Minuit","Lettres","Nottetempo"
"ITALIE","CASANOVA","OSTER CHRISTIAN","Loin d’Odile","Minuit","Lettres","Nottetempo"
"ITALIE","CASANOVA","PAGAN HUGUES","Boulevard des allongés","Payot et Rivages","Lettres","Meridiano Zero"
"ITALIE","CASANOVA","PAGAN HUGUES","L’Eau du bocal","Payot et Rivages","Lettres","Meridiano Zero"
"ITALIE","CASANOVA","PAGAN HUGUES","La Mort dans une voiture solitaire","Payot et Rivages","Lettres","Meridiano Zero"
"ITALIE","CASANOVA","PEREC GEORGES","Quel petit vélo à guidon chromé au fond de la cour ?","Denoël","Lettres","Edizioni E/O"
"ITALIE","CASANOVA","PERRON ROGER","Une psychanalyse, pourquoi ?","Dunod","Sciences Sociales et Humaines","Dedalo"
"ITALIE","CASANOVA","PIAZZA ANTOINE","Roman fleuve","Le Rouergue","Lettres","Robin"
"ITALIE","CASANOVA","PINEAU GISÈLE","Chair piment","Mercure de France","Lettres","Edizioni E/O"
"ITALIE","CASANOVA","PRÉDAL RENÉ","Cinquante Ans de cinéma français","Nathan","Arts","Lindau"
"ITALIE","CASANOVA","PY OLIVIER","L’Épitre aux jeunes acteurs","Actes Sud","Lettres","Editoria & Spettacolo"
"ITALIE","CASANOVA","RANCIÈRE JACQUES","Mallarmé. La politique de la sirène","Hachette","Lettres","Clueb"
"ITALIE","CASANOVA","RAZAC OLIVIER","Histoire politique du barbelé","La Fabrique","Sciences Sociales et Humaines","Ombre Corte"
"ITALIE","CASANOVA","RÉMY TRISTAN","Les Clowns","Grasset","Lettres","Robin"
"ITALIE","CASANOVA","RENAULT EMMANUEL","Marx et l’Idée critique","PUF","Philosophie","Manifesto Libri"
"ITALIE","CASANOVA","REYES ALINA","Une nuit avec Marilyn","Zulma","Lettres","Meridiano Zero"
"ITALIE","CASANOVA","RODRIGO PIERRE","L’Étoffe de l’art","Desclée de Brouwer","Philosophie","Mimesis"
"ITALIE","CASANOVA","RUFIN JEAN-CHRISTOPHE","Rouge Brésil","Gallimard","Lettres","Robin"
"ITALIE","CASANOVA","SARTRE JEAN-PAUL","Critique de la raison dialectique","Gallimard","Philosophie","Christian Marinotti"
"ITALIE","CASANOVA","SARTRE JEAN-PAUL","Drôle d’amitié","Gallimard","Philosophie","Christian Marinotti"
"ITALIE","CASANOVA","SARTRE JEAN-PAUL","Écrits de jeunesse","Gallimard","Philosophie","Christian Marinotti"
"ITALIE","CASANOVA","SCHEFER JEAN-LOUIS","L’Homme ordinaire du cinéma","Gallimard","Arts","Quodlibet"
"ITALIE","CASANOVA","TADIÉ JEAN-YVES","Le Sens de la mémoire","Gallimard","Philosophie","Dedalo"
"ITALIE","CASANOVA","TOSEL ANDRÉ","Kant révolutionnaire. Droit et politique","PUF","Philosophie","Manifesto Libri"
