"pays","nom pap","auteur","titre","editeur","type","editeur trad"
"AFRIQUE DU SUD","SINCLAIR BEILES","ARLESTON CHRISTOPHE & TARQUIN DIDIER","Lanfeust de Troy (tome II): Thanos l’Incongru","MC Productions","Arts","Pepic and Kraus Print"
"AFRIQUE DU SUD","SINCLAIR BEILES","BAJRAM","Universal War One (tome I): la Genèse","MC Productions","Arts","Pepic and Kraus Print"
"AFRIQUE DU SUD","SINCLAIR BEILES","RAMAÏOLI","Zoulouland (tome I): Comme un vol d’hirondelle","MC Productions","Arts","Pepic and Kraus Print"
"AFRIQUE DU SUD","SINCLAIR BEILES","RAMAÏOLI","Zoulouland (tome II): Noirs comme l’enfer","MC Productions","Arts","Pepic and Kraus Print"
"AFRIQUE DU SUD","SINCLAIR BEILES","SAINT-EXUPÉRY ANTOINE (DE)","Le Petit Prince","Gallimard","Lettres","STE Publishers pty ltd"
"AFRIQUE DU SUD","SINCLAIR BEILES","SAINT-EXUPÉRY ANTOINE (DE)","Le Petit Prince","Gallimard","Lettres","STE Publishers pty ltd"
"AFRIQUE DU SUD","SINCLAIR BEILES","ZEP","Titeuf (vol. IV): C’est pô juste","Glénat","Arts","Pepic and Kraus Print"
"AFRIQUE DU SUD","SINCLAIR BEILES","ZEP","Titeuf (vol. III): Ça épate les filles","Glénat","Arts","Pepic and Kraus Print"
"AFRIQUE DU SUD","SINCLAIR BEILES","ZEP & TEBO","Captain Biceps (tome I)","Glénat","Arts","Pepic and Kraus Print"
"ALBANIE","FAN NOLI","COLLECTIF","Les Institutions de l’Union européenne","Doc. Française","Sciences Sociales et Humaines","Papirus"
"ALBANIE","FAN NOLI","ARCY FRANÇOIS (D ’)","Les Politiques de l’Union européenne","EJA","Sciences Sociales et Humaines","Papirus"
"ALBANIE","FAN NOLI","CABANNES PIERRE","Introduction de l’histoire de l’Antiquité","Armand Colin","Sciences Sociales et Humaines","Carpe Diem"
"ALBANIE","FAN NOLI","JACQUE JEAN-PAUL","Droit institutionnel de l’Union européenne","Dalloz","Sciences et Techniques","Papirus"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Coloniser, exterminer","","Sciences Sociales et Humaines",""
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Manuscrits et bibliothèques d’Algérie","Adverbum","Sciences Sociales et Humaines","Barzakh"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Jean Amrouche, l’éternel exilé","Ibis press","Lettres","Casbah"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Les Grands Maîtres algériens du Cha’bi et du Hawzi","El Ouns","Sciences Sociales et Humaines","Afaq"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Plantes médicinales de Kabylie","Ibis press","Sciences Sociales et Humaines","Afaq"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","L’Orange folle de foot","Le Sablier","Jeunesse","Le Petit Lecteur"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","La mouche qui a piqué Koto","Le Sablier","Jeunesse","Le Petit Lecteur"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Le Marchand de sable","Le Sablier","Jeunesse","Le Petit Lecteur"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Dictionnaire des sciences de la vie et de la terre","Nathan","Sciences et Techniques","Berti"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Dictionnaire d’économie et de sciences sociales","Nathan","Sciences et Techniques","Berti"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Génie électrotechnique","Nathan","Sciences et Techniques","Berti"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Génie électronique","Nathan","Sciences et Techniques","Berti"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Dictionnaire de physique chimie","Nathan","Sciences et Techniques","Berti"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Guide de mécanique","Nathan","Sciences et Techniques","Berti"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Ma première encyclopédie","Larousse","Philosophie","Casbah"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Mon premier Larousse des sciences","Larousse","Philosophie","Casbah"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Mon premier Larousse de la nature","Larousse","Philosophie","Casbah"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Mon premier Larousse des comment","Larousse","Philosophie","Casbah"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Mon premier Larousse des pourquoi","Larousse","Philosophie","Casbah"
"ALGÉRIE","MOHAMMED DIB","COLLECTIF","Mon premier Larousse de français","Larousse","Philosophie","Casbah"
"ALGÉRIE","MOHAMMED DIB","AMELLAL KARIM","Cités à comparaître","Stock","Lettres","Sedia"
"ALGÉRIE","MOHAMMED DIB","AMIRI LINDA","La Bataille de France","Robert Laffont","Sciences Sociales et Humaines","Chihab"
"ALGÉRIE","MOHAMMED DIB","BARZANI AYOUB","Kalila et Dimna","Emina Soleil","Lettres","Alpha Design"
"ALGÉRIE","MOHAMMED DIB","BAYOL MARIE-CLAIRE","La Grammaire française","Nathan","Sciences et Techniques","Berti"
"ALGÉRIE","MOHAMMED DIB","BEGAG AZOUZ","Un train pour chez nous","TH.EM","Lettres","Sedia"
"ALGÉRIE","MOHAMMED DIB","BENMALEK ANOUAR","L’Année de la putain","Fayard","Lettres","Sedia"
"ALGÉRIE","MOHAMMED DIB","BENMALEK ANOUAR","L’Enfant du peuple ancien","Fayard","Lettres","Sedia"
"ALGÉRIE","MOHAMMED DIB","BEY MAÏSSA","Bleu, blanc, vert","L’Aube","Lettres","Barzakh"
"ALGÉRIE","MOHAMMED DIB","BOURAOUI NINA","Mes mauvaises pensées","Stock","Lettres","Sedia"
"ALGÉRIE","MOHAMMED DIB","CLAUDEL PHILIPPE","Les Âmes grises","Stock","Lettres","Sedia"
"ALGÉRIE","MOHAMMED DIB","COCHET YVES","Pétrole apocalypse","Fayard","Sciences Sociales et Humaines","Casbah"
"ALGÉRIE","MOHAMMED DIB","COURRIÈRE YVES","La Guerre d’Algérie","Fayard","Sciences Sociales et Humaines","Casbah"
"ALGÉRIE","MOHAMMED DIB","DIB MOHAMMED","La Grande Maison","Le Seuil","Lettres","Barzakh"
"ALGÉRIE","MOHAMMED DIB","DIB MOHAMMED","L’Incendie","Le Seuil","Lettres","Barzakh"
"ALGÉRIE","MOHAMMED DIB","DIB MOHAMMED","Le Métier à tisser","Le Seuil","Lettres","Barzakh"
"ALGÉRIE","MOHAMMED DIB","DIB MOHAMMED","La Nuit sauvage","Albin Michel","Lettres","Dahlab"
"ALGÉRIE","MOHAMMED DIB","DIB MOHAMMED","Si diable veut","Albin Michel","Lettres","Dahlab"
"ALGÉRIE","MOHAMMED DIB","DIB MOHAMMED","L’Arbre à dires","Albin Michel","Lettres","Dahlab"
"ALGÉRIE","MOHAMMED DIB","DIB MOHAMMED","Comme un bruit d’abeilles","Albin Michel","Lettres","Dahlab"
"ALGÉRIE","MOHAMMED DIB","DIB MOHAMMED","Laezza","Albin Michel","Lettres","Dahlab"
"ALGÉRIE","MOHAMMED DIB","DIB MOHAMMED","Simorgh","Albin Michel","Lettres","Dahlab"
"ALGÉRIE","MOHAMMED DIB","DORTIER JEAN-FRANÇOIS","Les Philosophes de notre temps","Sciences Humaines","Sciences Sociales et Humaines","El Ikhtilef"
"ALGÉRIE","MOHAMMED DIB","GALLISSOT RENÉ","Algérie: engagements sociaux et question nationale","L’Atelier","Sciences Sociales et Humaines","Barzakh"
"ALGÉRIE","MOHAMMED DIB","GRESH ALAIN","L’Islam, la république et le monde","Fayard","Sciences Sociales et Humaines","Casbah"
"ALGÉRIE","MOHAMMED DIB","HENAULT ANNE","Histoire de la sémiotique","PUF","Sciences et Techniques","Dar Al Afaq"
"ALGÉRIE","MOHAMMED DIB","JULIEN CHARLES-ANDRÉ","Histoire de l’Algérie contemporaine","PUF","Sciences Sociales et Humaines","Dar El Oumma"
"ALGÉRIE","MOHAMMED DIB","JULIEN CHARLES-ANDRÉ","Histoire de l’Algérie contemporaine I","PUF","Sciences Sociales et Humaines","Casbah"
"ALGÉRIE","MOHAMMED DIB","KHADRA YASMINA","L’Attentat","Julliard","Lettres","Sedia"
"ALGÉRIE","MOHAMMED DIB","KHADRA YASMINA","Les Sirènes de Bagdad","Julliard","Lettres","Sedia"
"ALGÉRIE","MOHAMMED DIB","KHADRA YASMINA","Les Agneaux du seigneur","Julliard","Lettres","Sedia"
"ALGÉRIE","MOHAMMED DIB","KHADRA YASMINA","L’Écrivain","Julliard","Lettres","Casbah"
"ALGÉRIE","MOHAMMED DIB","KHADRA YASMINA","La Rose de Blida","Après la lune","Lettres","Sedia"
"ALGÉRIE","MOHAMMED DIB","LAURENT ÉRIC","La Face cachée du 11 septembre","Plon","Sciences Sociales et Humaines","Chihab"
"ALGÉRIE","MOHAMMED DIB","LECHEMIA DIDIER","Les Dépressions","Albin Michel","Sciences et Techniques","Nouranisse"
"ALGÉRIE","MOHAMMED DIB","MARCAIS GEORGES","Villes et campagnes d’Algérie","ADAGP","Arts","Tell"
"ALGÉRIE","MOHAMMED DIB","MARCHINA JEAN-CHARLES","L’Hypertension artérielle","Albin Michel","Sciences et Techniques","Nouranisse"
"ALGÉRIE","MOHAMMED DIB","MASPERO FRANÇOIS","L’Honneur de Saint-Arnaud","Plon","Sciences Sociales et Humaines","Casbah"
"ALGÉRIE","MOHAMMED DIB","MIMOUNI RACHID","Le Fleuve détourné","Stock","Lettres","Sedia"
"ALGÉRIE","MOHAMMED DIB","MOKEDDEM MALIKA","Mes hommes","Grasset","Lettres","Sedia"
"ALGÉRIE","MOHAMMED DIB","MOREL-JOURNEL CHRISTEL","Droit général","EJA","Sciences et Techniques","Berti"
"ALGÉRIE","MOHAMMED DIB","MOUSSAOUI ABDERRAHMANE","De la violence en Algérie","Actes Sud","Sciences Sociales et Humaines","Barzakh"
"ALGÉRIE","MOHAMMED DIB","MUSY-PRÉAULT CLAUDIE","Les Maladies de la peau","Albin Michel","Sciences et Techniques","Nouranisse"
"ALGÉRIE","MOHAMMED DIB","NIVAT ANNE","Islamistes: comment ils nous voient","Fayard","Sciences Sociales et Humaines","Casbah"
"ALGÉRIE","MOHAMMED DIB","PACAUD GÉRARD","Le Diabète et ses complications","Albin Michel","Sciences et Techniques","Nouranisse"
"ALGÉRIE","MOHAMMED DIB","PÉAN PIERRE","Main basse sur Alger","Plon","Sciences Sociales et Humaines","Chihab"
"ALGÉRIE","MOHAMMED DIB","ROBLÈS EMMANUEL","Saison violente","Le Seuil","Lettres","Tell"
"ALGÉRIE","MOHAMMED DIB","ROUAULT MARIE-CHRISTINE","Mémento - Droit administratif","EJA","Jeunesse","Berti"
"ALGÉRIE","MOHAMMED DIB","RUPP MARIE-JOËLLE","Serge Michel, un libertaire dans la décolonisation","Ibis press","Sciences Sociales et Humaines","Afaq"
"ALGÉRIE","MOHAMMED DIB","SANSAL BOUALEM","Harraga","Gallimard","Lettres","Sedia"
"ALGÉRIE","MOHAMMED DIB","SKIF HAMID","La Géographie du danger","Naïve","Lettres","APIC"
"ALGÉRIE","MOHAMMED DIB","SKIF HAMID","Les Escaliers du ciel","Pierre Astier & Associés","Lettres","APIC"
"ALGÉRIE","MOHAMMED DIB","SOUIDI DJAMEL","Amastan Sanhaji, un prince dans le Maghreb de l’an mille","L’Harmattan","Sciences Sociales et Humaines","Tell"
"ALGÉRIE","MOHAMMED DIB","STOLL-SIMON CATHERINE","Si Mahmoud ou la Renaissance d’Isabelle Eberhardt","Emina Soleil","Lettres","Alpha Design"
"ALGÉRIE","MOHAMMED DIB","TOUSSAINT JEAN-PHILIPPE","La Mélancolie de Zidane","Minuit","Lettres","Chihab"
"ALGÉRIE","MOHAMMED DIB","WACINY LAREDJ","Le Livre de l’Émir","Actes Sud","Lettres","Espace libre"
"ALGÉRIE","MOHAMMED DIB","WACINY LAREDJ","Fleurs d’amandier","Actes Sud","Lettres","Espace libre"
"ALGÉRIE","MOHAMMED DIB","WACINY LAREDJ","Les Balcons de la mer du Nord","Actes Sud","Lettres","Espace libre"
"ALGÉRIE","MOHAMMED DIB","WEYERGANS FRANÇOIS","Trois jours chez ma mère","Grasset","Lettres","Sedia"
"ALGÉRIE","MOHAMMED DIB","YACINE KATEB","Le Cœur entre les dents","Laffont","Lettres","Casbah"
"ALLEMAGNE","RILKE","COLLECTIF (THÉÂTRE)","Scène 9","","Lettres","Theater der Zeit"
"ALLEMAGNE","RILKE","COLLECTIF (THÉÂTRE)","Scène 10","","Lettres","Theater der Zeit"
"ALLEMAGNE","RILKE","AUDEGUY STÉPHANE","Fils unique","","Lettres","SchirmerGraf Verlag"
"ALLEMAGNE","RILKE","BARBEY D ’AUREVILLY JULES","Pensées détachées. Autres pensées détachées","Gallimard","Lettres","Matthes & Seitz Berlin"
"ALLEMAGNE","RILKE","BARBEY D ’AUREVILLY JULES","Du dandysme et de George Brummel","","Lettres","Matthes & Seitz Berlin"
"ALLEMAGNE","RILKE","BARD CHRISTINE","Les Femmes dans la société française au  XX e siècle","Armand Colin","Sciences Sociales et Humaines","Böhlau Verlag"
"ALLEMAGNE","RILKE","BERGALA ALAIN","L’Hypothèse cinéma","Gallimard","Arts","Schüren Verlag"
"ALLEMAGNE","RILKE","BERTON BENJAMIN","Classe affaires","Gallimard","Lettres","Bumont Literatur & Kuns Verlag"
"ALLEMAGNE","RILKE","BLAIN CHRISTOPHE","Le Réducteur de vitesse","Dupuis","Lettres","Reprodukt Verlag"
"ALLEMAGNE","RILKE","BLANCHOT MAURICE","La Communauté inavouable","","Lettres","Matthes & Seitz Berlin"
"ALLEMAGNE","RILKE","BOURGET PAUL","Un cœur de femme","","Lettres","Manesse Verlag"
"ALLEMAGNE","RILKE","BRETON ANDRÉ","Écrits (tome I)","Gallimard","Lettres","Rimbaud Verlag"
"ALLEMAGNE","RILKE","BUTOR MICHEL","L’Emploi du temps","Minuit","Lettres","Matthes & Seitz Berlin"
"ALLEMAGNE","RILKE","CAILLOIS ROGER","Méduse et Cie","Gallimard","Lettres","Brinkmann & Bose"
"ALLEMAGNE","RILKE","CARRÈRE EMMANUEL","Un roman russe","P.O.L.","Lettres","SchirmerGraf Verlag"
"ALLEMAGNE","RILKE","DUGAIN MARC","La Malédiction d’Edgar","Gallimard","Lettres","Frankfurter Verlagsantalt"
"ALLEMAGNE","RILKE","FERRY LUC","Apprendre à vivre","Plon","Lettres","Antje Kunstmann"
"ALLEMAGNE","RILKE","FOURNEL PAUL","La Cavalière","Le Seuil","Lettres","Arka Verlag"
"ALLEMAGNE","RILKE","GARY ROMAIN","La Promesse de l’aube","Gallimard","Lettres","SchirmerGraf Verlag"
"ALLEMAGNE","RILKE","GITAI AMOS","News from Home?","","Arts","Anselm Franke"
"ALLEMAGNE","RILKE","JOURDAN ÉRIC","Les Mauvais Anges","La Musardine","Lettres","MSK Verlag"
"ALLEMAGNE","RILKE","KAPLAN LESLIE","Les Outils","P.O.L.","Lettres","Verlag Vorwerk 8"
"ALLEMAGNE","RILKE","KNAUFT WOLFGANG","Les Prêtres de l’ombre - Berlin 1943-1945","Le Cherche Midi","Lettres",""
"ALLEMAGNE","RILKE","KRISTEVA JULIA","Soleil noir. Dépression et mélancolie","Gallimard","Sciences Sociales et Humaines","Brandes & Apsel Verlag"
"ALLEMAGNE","RILKE","LARCENET MANU","Une aventure rocambolesque de Sigmund Freud","Dargaud","Jeunesse","Reprodukt Verlag"
"ALLEMAGNE","RILKE","LE PENNETIER YANN & PARNOTTE JOËL","Le Sang des Porphyre (vol. I): Soizik","Dargaud","Lettres","Eckart Schott Verlag"
"ALLEMAGNE","RILKE","MACÉ ARNAUD","Platon, philosophie de l’agir et du pâtir","","Philosophie","Academia Verlag"
"ALLEMAGNE","RILKE","MARIN LOUIS","Des pouvoirs de l’image","Le Seuil","Philosophie","Diaphanes Verlag"
"ALLEMAGNE","RILKE","MAU OLIVIER","Myrtille à la plage","Univers Poche","Lettres","Funny Crimes Verlag"
"ALLEMAGNE","RILKE","MERLEAU-PONTY MAURICE","Causeries","Le Seuil","Philosophie","Salon Verlag"
"ALLEMAGNE","RILKE","MIRBEAU OCTAVE","La 628-E8","Grasset","Lettres","Weidle Verlag"
"ALLEMAGNE","RILKE","NANCY JEAN-LUC","L’Approche","Galilée","Philosophie","Salon Verlag"
"ALLEMAGNE","RILKE","NECTOUX JEAN-MICHEL","Gabriel Fauré. Les voix du clair-obscur","","Lettres","Bärenreiter"
"ALLEMAGNE","RILKE","NOËL BERNARD","La Langue d’Anna","","Lettres","Matthes & Seitz Berlin"
"ALLEMAGNE","RILKE","RABELAIS","Gargantua et Pantagruel","","Lettres","Eichborn Verlag"
"ALLEMAGNE","RILKE","RANCIÈRE JACQUES","Le Partage du sensible","La Fabrique","Philosophie","B-Books"
"ALLEMAGNE","RILKE","RINK ERIKA & BRADE NIKOLAUS","Préservation du patrimoine: matériel photo","","Arts","MDV Verlag"
"ALLEMAGNE","RILKE","RONSARD","Le Premier Livre des Amours","","Lettres","Elfenbein Verlag"
"ALLEMAGNE","RILKE","SCHNEIDER MICHEL","Marilyn, dernières séances","","Lettres","Btb Verlag"
"ALLEMAGNE","RILKE","SFAR JOANN","Klezmer (tome I): La conquête de l’Est","Gallimard","Lettres","Avant-Verlag"
"ALLEMAGNE","RILKE","SKIF HAMID","La Géographie du danger","","Lettres","Nautilus"
"ALLEMAGNE","RILKE","STENDHAL","La Chartreuse de Parme","","Lettres","Hanser Literaturverlag"
"ALLEMAGNE","RILKE","TOUSSAINT JEAN-PHILIPPE","Fuir","Minuit","Lettres","Frankfurter Verlag"
"ALLEMAGNE","RILKE","TRAVERSO ENZO","Le Passé, modes d’emploi","","Lettres","Unrast Verlag"
"ALLEMAGNE","RILKE","TRAVERSO ENZO","Désœuvré","","Lettres","Reprodukt Verlag"
"ALLEMAGNE","RILKE","VIEL TANGUY","Insoupçonnable","","Lettres","Wagenbach"
"ALLEMAGNE","RILKE","VON WROBLEWSKY VINCENT","Pourquoi Sartre?","Le Bord de l’Eau","Philosophie","Basisdruck Verlag Berlin"
"ALLEMAGNE","RILKE","WINIGER JOSEF","3 e atelier de traduction franco-allemand","","Lettres",""
"ARGENTINE","VICTORIA OCAMPO","ABENSOUR MIGUEL","L’Esprit des lois sauvages","Le Seuil","Sciences Sociales et Humaines","Ediciones Del Sol"
"ARGENTINE","VICTORIA OCAMPO","AGACINSKY SYLVIANNE","Volume","Galilée","Lettres","La Marca Editora"
"ARGENTINE","VICTORIA OCAMPO","ALEXAKIS VASSILIS","Les Mots étrangers","Stock","Lettres","Del Estante"
"ARGENTINE","VICTORIA OCAMPO","ALLOUCH JEAN","Érotique du deuil au temps de la mort sèche","Epel","Sciences Sociales et Humaines","Ediciones Literales"
"ARGENTINE","VICTORIA OCAMPO","ALLOUCH JEAN","Marguerite ou l’Aimée de Lacan","Epel","Sciences Sociales et Humaines","Ediciones Literales"
"ARGENTINE","VICTORIA OCAMPO","ALTHUSSER LOUIS","Politique et Histoire, de Machiavel à Marx","Le Seuil","Sciences Sociales et Humaines","Katz"
"ARGENTINE","VICTORIA OCAMPO","AMIEL ANNE","Hanna Arendt","Ellipses","Sciences Sociales et Humaines","Atual"
"ARGENTINE","VICTORIA OCAMPO","ARTAUD ANTONIN","Les Cenci; Autour des Cenci","Gallimard","Lettres","Fundacion Victoria Ocampo"
"ARGENTINE","VICTORIA OCAMPO","BADIOU ALAIN","Le Siècle","Le Seuil","Philosophie","Manantial"
"ARGENTINE","VICTORIA OCAMPO","BADIOU ALAIN","Logiques des mondes. L’être et l’évènement, 2","Le Seuil","Philosophie","Manantial"
"ARGENTINE","VICTORIA OCAMPO","BAILLY JEAN-CHRISTOPHE","Une nuit à la bibliothèque","Christian Bourgois","Sciences Sociales et Humaines","Corregidor"
"ARGENTINE","VICTORIA OCAMPO","BANU GEORGES","Peter Brook: de Timon d’Athènes à Hamlet","Flammarion","Lettres","Artes del Sur"
"ARGENTINE","VICTORIA OCAMPO","BATAILLE GEORGES","La Sociologie sacrée du monde contemporain","Lignes et Manifestes","Philosophie","Libros del Zorzal"
"ARGENTINE","VICTORIA OCAMPO","BATAILLE GEORGES","Œuvres complètes","Gallimard","Lettres","Las Cuarenta"
"ARGENTINE","VICTORIA OCAMPO","BLANCHOT MAURICE","Écrits politiques","Lignes et Manifestes","Sciences Sociales et Humaines","Libros del Zorzal"
"ARGENTINE","VICTORIA OCAMPO","BONITZER PASCAL","Le Champ aveugle","L’Étoile","Sciences Sociales et Humaines","Santiago Arcos"
"ARGENTINE","VICTORIA OCAMPO","BONNEFOY YVES","Lieux et destins de l’image","Le Seuil","Lettres","El Cuenco de Plata"
"ARGENTINE","VICTORIA OCAMPO","BOURDIEU PIERRE","Le Sens pratique","Minuit","Sciences Sociales et Humaines","Siglo XXI Editores"
"ARGENTINE","VICTORIA OCAMPO","BOURDIEU PIERRE","Homo Academicus","Minuit","Sciences Sociales et Humaines","Siglo XXI Editores"
"ARGENTINE","VICTORIA OCAMPO","BOURGET PAUL","Essais de psychologie contemporaine","Gallimard","Sciences Sociales et Humaines","Del Copista"
"ARGENTINE","VICTORIA OCAMPO","BOURRIAUD NICOLAS","Esthétique relationnelle","","Sciences Sociales et Humaines","Adriana Hidalgo"
"ARGENTINE","VICTORIA OCAMPO","BRÈS YVON","L’Inconscient","Ellipses","Sciences Sociales et Humaines","Atual"
"ARGENTINE","VICTORIA OCAMPO","CASTORIADIS CORNÉLIUS","Ce qui fait la Grèce (I et II)","Le Seuil","Philosophie","Fondo de Cultura Economica"
"ARGENTINE","VICTORIA OCAMPO","CHAMPAGNE PATRICK","Pierre Bourdieu, sociologue","Fayard","Sciences Sociales et Humaines","Nueva Vision"
"ARGENTINE","VICTORIA OCAMPO","CHATEAU DOMINIQUE","Cinéma et Philosophie","Armand Colin","Sciences Sociales et Humaines","Colihue"
"ARGENTINE","VICTORIA OCAMPO","CHERIF MUSTAPHA","L’Islam et l’Occident. Rencontre avec J. Derrida","Odile Jacob","Sciences Sociales et Humaines","Nueva Vision"
"ARGENTINE","VICTORIA OCAMPO","CLÉRO JEAN-PIERRE","Le Vocabulaire de Lacan","Ellipses","Sciences Sociales et Humaines","Atual"
"ARGENTINE","VICTORIA OCAMPO","COLAS HUBERT","Temporairement épuisé","Actes Sud","Lettres","Editorial Atuel"
"ARGENTINE","VICTORIA OCAMPO","CORMANN ENZO","Diktat","Minuit","Lettres","Editorial Atuel"
"ARGENTINE","VICTORIA OCAMPO","DAMISCH HUBERT","La Dénivelée (À l’épreuve de la photographie)","Le Seuil","Sciences et Techniques","La Marca Editora"
"ARGENTINE","VICTORIA OCAMPO","DASTUR FRANÇOISE","Heiddeger et la question du temps","PUF","Philosophie","Ediciones del Signo"
"ARGENTINE","VICTORIA OCAMPO","DEJOURS CHRISTOPHE","Souffrance en France","Le Seuil","Sciences Sociales et Humaines","Topia"
"ARGENTINE","VICTORIA OCAMPO","DELEUZE GILLES","Deleuze, de l’animal à l’art","PUF","Philosophie","Amorrortu Editores"
"ARGENTINE","VICTORIA OCAMPO","DERRIDA JACQUES","Feu la cendre","Des femmes","Sciences Sociales et Humaines","La Cebra"
"ARGENTINE","VICTORIA OCAMPO","DES FORÊTS LOUIS-RENÉ","Pas à pas jusqu’au dernier","Mercure de France","Lettres","El Cuenco de Plata"
"ARGENTINE","VICTORIA OCAMPO","DES FORÊTS LOUIS-RENÉ","La Chambre des enfants Gallimard","","Lettres","El Cuenco de Plata"
"ARGENTINE","VICTORIA OCAMPO","DIDIER-WEILL ALAIN","Les Mémoires de Satan","Flammarion","Lettres","Homo Sapiens"
"ARGENTINE","VICTORIA OCAMPO","DIDI-HUBERMAN GEORGES","Devant le temps. Histoire de l’art et anachronisme des images","Minuit","Sciences Sociales et Humaines","Adriana Hidalgo"
"ARGENTINE","VICTORIA OCAMPO","DUBOIS PHILIPPE","L’Acte photographique et autres essais","Armand Colin","Sciences et Techniques","La Marca"
"ARGENTINE","VICTORIA OCAMPO","DUPUY FRANÇOIS","La Fatigue des élites","Le Seuil","Sciences Sociales et Humaines","Manantial"
"ARGENTINE","VICTORIA OCAMPO","DURAS MARGUERITE","Les Parleuses","Minuit","Lettres","Literales"
"ARGENTINE","VICTORIA OCAMPO","DURAS MARGUERITE","Le Navire Night; Césarée","Mercure de France","Lettres","El Cuenco de Plata"
"ARGENTINE","VICTORIA OCAMPO","DURAS MARGUERITE","L’Eden cinéma","Mercure de France","Lettres","El Cuenco de Plata"
"ARGENTINE","VICTORIA OCAMPO","ENGEL PASCAL","À quoi bon la vérité?","Grasset","Lettres","Paidos"
"ARGENTINE","VICTORIA OCAMPO","FIORI GABRIELLA","Simone Weil: une femme absolue","Félin","Sciences Sociales et Humaines","Adriana Hidalgo"
"ARGENTINE","VICTORIA OCAMPO","FOREST PHILIPPE","L’Enfant éternel","Gallimard","Lettres","Del Estante"
"ARGENTINE","VICTORIA OCAMPO","FOUCAULT MICHEL","Sécurité, territoire, population","Le Seuil","Philosophie","Fondo de Cultura Economica"
"ARGENTINE","VICTORIA OCAMPO","FOUCAULT MICHEL","Naissance de la biopolitique","Le Seuil","Philosophie","Fondo de Cultura Economica"
"ARGENTINE","VICTORIA OCAMPO","FRAPPIER-MAZUR LUCIENNE","Sade et l’Écriture de l’orgie","Armand Colin","Lettres","Artes del Sur"
"ARGENTINE","VICTORIA OCAMPO","GAILLY CHRISTIAN","Be-Bop","Minuit","Lettres","Interzona"
"ARGENTINE","VICTORIA OCAMPO","GHASARIAN CHRISTIAN","De l’ethnographie à l’anthropologie réflexive","Armand Colin","Sciences Sociales et Humaines","Del Sol"
"ARGENTINE","VICTORIA OCAMPO","GRACQ JULIEN","Carnets du grand chemin (extraits) José","Corti","Lettres","Del Copista"
"ARGENTINE","VICTORIA OCAMPO","GREEN ANDRÉ","Jouer avec Winnicott","PUF","Lettres","Amorrortu"
"ARGENTINE","VICTORIA OCAMPO","GRIBINSKI MICHEL","Les Séparations imparfaites","Gallimard","Lettres","Del Estante"
"ARGENTINE","VICTORIA OCAMPO","HADDAD GÉRARD","Le jour où Lacan m’a adopté","Grasset","Sciences Sociales et Humaines","Letra Viva Libros"
"ARGENTINE","VICTORIA OCAMPO","HAKIM ADEL","Exécuteur 14","","Lettres","Editorial Atuel"
"ARGENTINE","VICTORIA OCAMPO","HENRY MICHEL","Le Bonheur de Spinoza","PUF","Philosophie","La Cebra"
"ARGENTINE","VICTORIA OCAMPO","JANKELEVITCH VLADIMIR","Le Je-ne-sais-quoi et le Presque-rien (tomes I, II, III)","Le Seuil","Philosophie","Katz"
"ARGENTINE","VICTORIA OCAMPO","JAUME LUCIEN","La Liberté et la Loi","Fayard","Sciences Sociales et Humaines","Ediciones del Signo"
"ARGENTINE","VICTORIA OCAMPO","KESSEL JOSEPH","Mermoz","Gallimard","Lettres","Libros del Zorzal"
"ARGENTINE","VICTORIA OCAMPO","KOJEVE ALEXANDRE","La Notion de l’autorité","Gallimard","Sciences Sociales et Humaines","Nueva Vision"
"ARGENTINE","VICTORIA OCAMPO","KOLTÈS BERNARD-MARIE","Recueil d’œuvres de B.-M. Koltès","Minuit","Lettres","Colihue"
"ARGENTINE","VICTORIA OCAMPO","LACAN JACQUES","Des noms-du-père","Le Seuil","Sciences Sociales et Humaines","Paidos"
"ARGENTINE","VICTORIA OCAMPO","LACAN JACQUES","Le Triomphe de la religion","Le Seuil","Sciences Sociales et Humaines","Paidos"
"ARGENTINE","VICTORIA OCAMPO","LAGARCE JEAN-LUC","","Œuvres de l’auteur Les Solitaires Intempestifs","Lettres","Artes del Sur"
"ARGENTINE","VICTORIA OCAMPO","","","Œuvres de l’auteur Les Solitaires Intempestifs","Lettres","Atuel"
