"pays","nom pap","auteur","titre","editeur","type","editeur trad"
"RUSSIE","POUCHKINE","DERRIDA JACQUES","Marx & Sons","PUF","Philosophie","Ecce Homo"
"RUSSIE","POUCHKINE","DES FORETS LOUIS-RENÉ","Le Bavard","Gallimard","Lettres","Ivan Limbakh"
"RUSSIE","POUCHKINE","DES FORETS LOUIS-RENÉ","La Chambre des enfants","Gallimard","Lettres","Ivan Limbakh"
"RUSSIE","POUCHKINE","DES FORETS LOUIS-RENÉ","Les Mégères de la mer","Mercure de France","Lettres","Ivan Limbakh"
"RUSSIE","POUCHKINE","DESPENTES VIRGINIE","Bye Bye Blondie","Grasset","Lettres","Inostranka"
"RUSSIE","POUCHKINE","DUTOURD JEAN","Séminaire de Bordeaux","Flammarion","Lettres","Palimpseste"
"RUSSIE","POUCHKINE","DUVE THIERRY (DE)","Au nom de l’art","Minuit","Sciences Sociales et Humaines","Axioma"
"RUSSIE","POUCHKINE","ERNER GUILLAUME","Victimes de la mode?","La Découverte","Sciences Sociales et Humaines","Ivan Limbakh"
"RUSSIE","POUCHKINE","FEBVRE LUCIEN","Amour sacré, amour profane","Gallimard","Sciences Sociales et Humaines","Eurasie"
"RUSSIE","POUCHKINE","FLEUTIAUX PIERRETTE","Histoire du tableau","Robert Laffont","Lettres","Text"
"RUSSIE","POUCHKINE","FOUCAULT MICHEL","Le Pouvoir psychiatrique","Le Seuil","Philosophie","Nauka"
"RUSSIE","POUCHKINE","FRANCASTEL PIERRE","La Figure et le Lieu: l’ordre visuel du Quattrocento","Gallimard","Arts","Naouka"
"RUSSIE","POUCHKINE","FROMENT-MEURICE HENRI","Vu du Quai","Fayard","Lettres","Nota Bene"
"RUSSIE","POUCHKINE","GRACQ JULIEN","Au château d’Argol","José Corti","Lettres","OGI"
"RUSSIE","POUCHKINE","GUYOTAT PIERRE","Eden, Eden, Eden","Gallimard","Lettres","Société des Amis de L.-F. Céline"
"RUSSIE","POUCHKINE","GUYOTAT PIERRE","Tombeau pour cinq cent mille soldats","Gallimard","Lettres","Kolonna"
"RUSSIE","POUCHKINE","GUYOTAT PIERRE","Ashby suivi de Sur un cheval","Le Seuil","Lettres","Kolonna"
"RUSSIE","POUCHKINE","HALBWACHS MAURICE","Les Cadres sociaux de la mémoire","Albin Michel","Philosophie","Novoe Izdatel’stvo"
"RUSSIE","POUCHKINE","HEITZ BRUNO","Pli non urgent","Mango","Jeunesse","Samokat"
"RUSSIE","POUCHKINE","HUSTON NANCY","Une adoration","La Nouvelle Agence","Lettres","Text"
"RUSSIE","POUCHKINE","HUSTON NANCY","Lignes de faille","La Nouvelle Agence","Lettres","Text"
"RUSSIE","POUCHKINE","HYPPOLITE JEAN","Logique et Existence","PUF","Philosophie","Vladimir Dal"
"RUSSIE","POUCHKINE","JARCZYK GWENDOLINE","De Kojève à Hegel","Albin Michel","Philosophie","Rousskij Mir"
"RUSSIE","POUCHKINE","JULLIEN FRANÇOIS","Du temps","Grasset","Philosophie","Progress-Tradition"
"RUSSIE","POUCHKINE","KOJEVE ALEXANDRE","L’Athéisme","Gallimard","Philosophie","Praxis"
"RUSSIE","POUCHKINE","LACAN JACQUES","Le Séminaire. Livre VII: L’éthique de la psychanalyse","Le Seuil","Sciences Sociales et Humaines","Gnosis"
"RUSSIE","POUCHKINE","LACAN JACQUES","Des noms-du-père","Le Seuil","Sciences Sociales et Humaines","Gnosis"
"RUSSIE","POUCHKINE","LAPLANCHE JEAN & PONTALIS J.B.","Vocabulaire de la psychanalyse","PUF","Sciences Sociales et Humaines","Université de St Petersbourg"
"RUSSIE","POUCHKINE","LATOUR BRUNO","Nous n’avons jamais été modernes","La Découverte","Sciences Sociales et Humaines","EUSP Press"
"RUSSIE","POUCHKINE","LE CLÉZIO JEAN-MARIE GUSTAVE","Lullaby","Gallimard","Jeunesse","Samokat"
"RUSSIE","POUCHKINE","LE GOFF JACQUES","Une histoire du corps au Moyen Âge","Liana Levi","Sciences Sociales et Humaines","Text"
"RUSSIE","POUCHKINE","LEFORT CLAUDE","Les Formes de l’histoire","Gallimard","Sciences Sociales et Humaines","Nauka"
"RUSSIE","POUCHKINE","LYOTARD JEAN-FRANÇOIS","Le Postmoderne expliqué aux enfants","Galilée","Lettres","RGGU"
"RUSSIE","POUCHKINE","MALAURIE JEAN","L’Allée des baleines","Fayard","Sciences Sociales et Humaines","Nota Bene"
"RUSSIE","POUCHKINE","MARIN LOUIS","Des pouvoirs de l’image: gloses","Le Seuil","Philosophie","Kulturanaya Initsiativa"
"RUSSIE","POUCHKINE","MICHON PIERRE","Vies minuscules","Gallimard","Lettres","Kommentarii"
"RUSSIE","POUCHKINE","MICHON PIERRE","Corps du roi","Verdier","Lettres","Kommentarii"
"RUSSIE","POUCHKINE","MILNER JEAN-CLAUDE","Le Pas philosophique de Roland Barthes","Verdier","Sciences Sociales et Humaines","New Literary Review"
"RUSSIE","POUCHKINE","MONTBRIAL THIERRY (DE)","L’Action et le Système du monde","PUF","Sciences Sociales et Humaines","Rosspen Publishing House"
"RUSSIE","POUCHKINE","MONTHERLANT HENRI (DE)","Aux fontaines du désir","Gallimard","Lettres","BSG-PRESS"
"RUSSIE","POUCHKINE","MORGENSTERN SUSIE","Lettres d’amour de 0 à 10 ans","L’École des Loisirs","Jeunesse","OGI"
"RUSSIE","POUCHKINE","MOURLEVAT JEAN-CLAUDE","La Rivière à l’envers","Pocket Jeunesse","Jeunesse","Samokat"
"RUSSIE","POUCHKINE","MOURLEVAT JEAN-CLAUDE","Le Combat d’hiver","Gallimard jeunesse","Jeunesse","Samokat"
"RUSSIE","POUCHKINE","MURAIL MARIE-AUDE","Oh Boy!","L’École des Loisirs","Jeunesse","Samokat"
"RUSSIE","POUCHKINE","MURAIL MARIE-AUDE","Un dimanche chez les dinosaures","L’École des Loisirs","Jeunesse","Samokat"
"RUSSIE","POUCHKINE","NÉMIROVSKY IRÈNE","Suite française","Denoël","Lettres","Text"
"RUSSIE","POUCHKINE","NOTHOMB AMÉLIE","Acide sulfurique","Albin Michel","Lettres","Inostranka"
"RUSSIE","POUCHKINE","OSTER CHRISTIAN","Les Rendez-vous","Minuit","Lettres","Inostranka"
"RUSSIE","POUCHKINE","PARISOT CHRISTIAN","Modigliani","Gallimard","Arts","Text"
"RUSSIE","POUCHKINE","PENNAC DANIEL","Comme un roman","Gallimard","Lettres","Samokat"
"RUSSIE","POUCHKINE","PEREC GEORGES","La Vie mode d’emploi","Hachette littératures","Lettres","Ivan Limbakh"
"RUSSIE","POUCHKINE","PETER RENÉ","Une saison avec Marcel Proust (souvenirs)","Gallimard","Lettres","BSG Press"
"RUSSIE","POUCHKINE","PICASSO PABLO","Poèmes","Le Cherche Midi","Lettres","Text"
"RUSSIE","POUCHKINE","PINSON JEAN-CLAUDE","J’habite ici","Champ Vallon","Lettres","Kommentarii"
"RUSSIE","POUCHKINE","QUIGNARD PASCAL","Le Salon du Wurtemberg","Gallimard","Lettres","Azbooka"
"RUSSIE","POUCHKINE","QUINT MICHEL","Effroyables jardins","Gallimard","Lettres","Fluide"
"RUSSIE","POUCHKINE","RABREAU DANIEL","Claude-Nicolas Ledoux (1736-1806)","William Blake","Arts","Architecton"
"RUSSIE","POUCHKINE","RAMBAUD PATRICK","L’Idiot du village","Grasset","Lettres","Text"
"RUSSIE","POUCHKINE","RAMBAUD PATRICK","Le Chat botté","Grasset & Fasquelle","Lettres","Text"
"RUSSIE","POUCHKINE","RANCIÈRE JACQUES","Aux bords du politique","La Fabrique","Sciences Sociales et Humaines","Praxis"
"RUSSIE","POUCHKINE","RANCIÈRE JACQUES","Malaise dans l’esthétique","Galilée","Philosophie","Université européenne St P"
"RUSSIE","POUCHKINE","RANCIÈRE JACQUES","Le Destin des images","La Fabrique","Philosophie","Université européenne St P"
"RUSSIE","POUCHKINE","ROBBE-GRILLET ALAIN","Pour un nouveau roman","Minuit","Lettres","Ladomir"
"RUSSIE","POUCHKINE","ROUGEMONT DENIS (DE)","L’Amour et l’Occident","Plon","Sciences Sociales et Humaines","Novoe Izdatel’stvo"
"RUSSIE","POUCHKINE","SEEL PIERRE","Moi, Pierre Seel, déporté homosexuel","Calmann-Lévy","Lettres","Text"
"RUSSIE","POUCHKINE","SHAN SA","Porte de la paix céleste","Rocher","Lettres","Text"
"RUSSIE","POUCHKINE","SOLLERS PHILIPPE","Casanova l’admirable","Plon","Lettres","Colibri"
"RUSSIE","POUCHKINE","STAROBINSKI JEAN","Action et Réaction","Le Seuil","Sciences Sociales et Humaines","Kulturanaya Initsiativa"
"RUSSIE","POUCHKINE","TOPOR ROLAND","La Cuisine cannibale","Le Seuil","Lettres","Nezavisimaya Gazeta"
"RUSSIE","POUCHKINE","TOPOR ROLAND","La Princesse Angine","Méta Éditions","Lettres","Samokat"
"RUSSIE","POUCHKINE","TOUSSAINT JEAN-PHILIPPE","Monsieur","Minuit","Lettres","Inostranka"
"RUSSIE","POUCHKINE","VARGAS FRED","Debout les morts","Viviane Hamy","Lettres","Inostranka"
"RUSSIE","POUCHKINE","VOLODINE ANTOINE","Des anges mineurs","Le Seuil","Lettres","OGI"
"RUSSIE","POUCHKINE","WAHL JEAN","Le Malheur de la conscience dans la philosophie de Hegel","PUF","Philosophie","Vladimir Dal"
"RUSSIE","POUCHKINE","WITTIG MONIQUE","L’Opoponax","Minuit","Lettres","Société des Amis de L.-F. Céline"
"SERBIE","DANILO KIS","DIVERS","Larousse de la BD","Larousse","Jeunesse","Dagda Doo"
"SERBIE","DANILO KIS","ALMERAS ARNAUD","Lili Barouf","Bayard jeunesse","Jeunesse","Laguna"
"SERBIE","DANILO KIS","ARDENNE PAUL","L’Art contextuel","Flammarion","Sciences Sociales et Humaines","Kisa"
"SERBIE","DANILO KIS","ATTALI JACQUES","Bruits","PUF","Sciences Sociales et Humaines","Biblioteka XX Vek"
"SERBIE","DANILO KIS","AUMONT JACQUES","Les Théories des cinéastes","Armand Colin","Arts","Clio"
"SERBIE","DANILO KIS","AUMONT JACQUES","L’Analyse des films","Armand Colin","Arts","Clio"
"SERBIE","DANILO KIS","AUMONT JACQUES","Esthétique du film","Armand Colin","Arts","Clio"
"SERBIE","DANILO KIS","BACHELARD GASTON","La Poétique de l’espace","PUF","Philosophie","GRADAC"
"SERBIE","DANILO KIS","BARBERIS DOMINIQUE","Ce qui s’enfuit","Gallimard","Lettres","Kisa"
"SERBIE","DANILO KIS","BESSON PATRICK","Saint Sépulcre!","Fayard","Lettres","Rad"
"SERBIE","DANILO KIS","BOUCHERON BERNARD (DU)","Court serpent","Gallimard","Lettres","Kisa"
"SERBIE","DANILO KIS","BUJOR FLAVIA","La Prophétie des pierres","Anne Carrière","Lettres","Plato"
"SERBIE","DANILO KIS","BUTOR MICHEL","La Modification","Minuit","Lettres","Alfa"
"SERBIE","DANILO KIS","CADIER FLORENCE","Qui est Laurette?","Nathan","Jeunesse","Baobab"
"SERBIE","DANILO KIS","CAMUS ALBERT","","Œuvres choisies Gallimard","Lettres","Paideia"
"SERBIE","DANILO KIS","CANDÉ ROLAND (DE)","Vivaldi","Le Seuil","Arts","Kisa"
"SERBIE","DANILO KIS","CATHRINE ARNAUD","Sweet Home","Gallimard","Lettres","Rende"
"SERBIE","DANILO KIS","CLAIR JEAN","La Responsabilité de l’artiste","Gallimard","Arts","GRADAC"
"SERBIE","DANILO KIS","COENEN-HUTHER JOSETTE","Sociologie des élites","Armand Colin","Sciences Sociales et Humaines","Clio"
"SERBIE","DANILO KIS","COMTE-SPONVILLE ANDRÉ","Petit traité des grandes vertus","PUF","Philosophie","Plato"
"SERBIE","DANILO KIS","CORMANN ENZO","Le Testament de Vénus","Gallimard","Lettres","Kisa"
"SERBIE","DANILO KIS","CORTANZE GÉRARD (DE)","Assam","Albin Michel","Lettres","Laguna"
"SERBIE","DANILO KIS","CRÉCY NICOLAS (DE)","Cafés moulus","Gallimard","Lettres","Beopolis"
"SERBIE","DANILO KIS","DAI SIJIÉ","Le Complexe de Di","Gallimard","Lettres","Paideia"
"SERBIE","DANILO KIS","DELOCHE BERNARD","Le Musée virtuel","PUF","Arts","Clio"
"SERBIE","DANILO KIS","DRIEU LA ROCHELLE PIERRE","Le Feu follet","Gallimard","Lettres","Kisa"
"SERBIE","DANILO KIS","DRIEU LA ROCHELLE PIERRE","Journal d’un homme trompé","Gallimard","Lettres","Kisa"
"SERBIE","DANILO KIS","DRIEU LA ROCHELLE PIERRE","Gilles","Gallimard","Lettres","Kisa"
"SERBIE","DANILO KIS","DRIEU LA ROCHELLE PIERRE","L’Homme couvert de femmes","Gallimard","Lettres","Kisa"
"SERBIE","DANILO KIS","DUBOUIS LOUIS","L’Union européenne","Doc. Française","Sciences Sociales et Humaines","G17"
"SERBIE","DANILO KIS","DUBY GEORGES","Le Temps des cathédrales","Gallimard","Sciences Sociales et Humaines","Izdavacka Knijarnica"
"SERBIE","DANILO KIS","DUPEREY ANNY","Allons voir plus loin, veux-tu?","Le Seuil","Lettres","Plato"
"SERBIE","DANILO KIS","DUTEURTRE BENOÎT","Service clientèle","Gallimard","Lettres","Filip Visnjic"
"SERBIE","DANILO KIS","ECHENOZ JEAN","Un an","Minuit","Lettres","Rad"
"SERBIE","DANILO KIS","ECHENOZ JEAN","Nous trois","Minuit","Lettres","Rad"
"SERBIE","DANILO KIS","FAVRET JEAN-MARC","Dossier Camille Claudel","EJA","Arts","Institut G 17"
"SERBIE","DANILO KIS","FOSSETTE DANIÈLE","Même pas peur de l’école","Nathan","Jeunesse","Baobab"
"SERBIE","DANILO KIS","FOUCAULT MICHEL","Naissance de la biopolitique","Le Seuil","Philosophie","Svetovi"
"SERBIE","DANILO KIS","GAUDÉ LAURENT","Le Soleil des Scorta","Actes Sud","Lettres","Paideia"
"SERBIE","DANILO KIS","GAVALDA ANNA","Ensemble, c’est tout","Le Dilettante","Lettres","Paideia"
"SERBIE","DANILO KIS","GENET JEAN","Journal du voleur","Gallimard","Lettres","GRADAC"
"SERBIE","DANILO KIS","GERNET JACQUES","Le Monde chinois","Armand Colin","Sciences Sociales et Humaines","Clio"
"SERBIE","DANILO KIS","GHATA YASMINE","La Nuit des calligraphes","Fayard","Lettres","Laguna"
"SERBIE","DANILO KIS","GIDEL HENRY","Sarah Bernhardt","Flammarion","Arts","Kisa"
"SERBIE","DANILO KIS","GIESBERT FRANZ OLIVIER","L’Américain","Gallimard","Lettres","Clio"
"SERBIE","DANILO KIS","GOB ANDRÉ","La Muséologie","Armand Colin","Sciences Sociales et Humaines","Clio"
"SERBIE","DANILO KIS","GRENIER ROGER","Les Larmes d’Ulysse","Gallimard","Lettres","Kisa"
"SERBIE","DANILO KIS","GUENE FAÏZA","Kiffe-kiffe demain","Hachette littératures","Lettres","Laguna"
"SERBIE","DANILO KIS","GUIRAND FÉLIX","Mythes et Mythologie","Larousse","Sciences Sociales et Humaines","Plato"
"SERBIE","DANILO KIS","HADDAD HUBERT","La culture de l’hystérie n’est pas une spécialité horticole","Fayard","Lettres","Kisa"
"SERBIE","DANILO KIS","HADOT PIERRE","Qu’est-ce que la philosophie antique?","Gallimard","Philosophie","Plato"
"SERBIE","DANILO KIS","HALPERN CATHERINE","Identité (s): l’individu, le groupe, la société","Sciences Humaines","Sciences Sociales et Humaines","Clio"
"SERBIE","DANILO KIS","JANKELEVITCH VLADIMIR","La Mort","Flammarion","Philosophie","GRADAC"
"SERBIE","DANILO KIS","JAPRISOT SÉBASTIEN","Un long dimanche de fiançailles","Denoël","Lettres","Laguna"
"SERBIE","DANILO KIS","JARDIN ALEXANDRE","Les Coloriés","Gallimard","Lettres","Kisa"
"SERBIE","DANILO KIS","JASMIN DAVID","L’Europe des découvertes","Le Pommier","Sciences Sociales et Humaines","A.K.M. Edukacija"
"SERBIE","DANILO KIS","JODOROWSKY ALEXANDRO","L’Incal (tomes I à VI)","Humanoïdes Associés","Jeunesse","System Comics"
"SERBIE","DANILO KIS","JODOROWSKY ALEXANDRO","Avant l’Incal (tome III)","Humanoïdes Associés","Jeunesse","System Comics"
"SERBIE","DANILO KIS","JODOROWSKY ALEXANDRO","Les Technopères (tome II)","Humanoïdes Associés","Jeunesse","System Comics"
"SERBIE","DANILO KIS","JONCOUR SERGE","UV","Le Dilettante","Lettres","Paideia"
"SERBIE","DANILO KIS","KADDOUR HÉDI","Waltenberg","Gallimard","Lettres","Kisa"
"SERBIE","DANILO KIS","KONINCK THOMAS (DE)","Philosophie de l’éducation","PUF","Philosophie","Clio"
"SERBIE","DANILO KIS","LAFERRIERE DANY","Le Goût des jeunes filles","Grasset","Lettres","Laguna"
"SERBIE","DANILO KIS","LAMBLIN CHRISTIAN","","6 titres de la série «Croque la vie» Nathan","Jeunesse","Laguna"
"SERBIE","DANILO KIS","LAURRENT ÉRIC","Clara Stern","Minuit","Lettres","Rad"
"SERBIE","DANILO KIS","LE CLÉZIO JEAN-MARIE GUSTAVE","L’Africain","Mercure de France","Lettres","Ne & Bo"
"SERBIE","DANILO KIS","LÉNA PIERRE","Graines de sciences (vol. IV à VII)","Le Pommier","Sciences et Techniques","A.K.M. Edukacija"
"SERBIE","DANILO KIS","LÉVI-STRAUSS CLAUDE","Les Mythologiques","Plon","Sciences Sociales et Humaines","Kisa"
"SERBIE","DANILO KIS","MAALOUF AMIN","Léon l’Africain","Lattès","Lettres","Laguna"
"SERBIE","DANILO KIS","MAALOUF AMIN","Les Croisades vues par les Arabes","Lattès","Lettres","Laguna"
"SERBIE","DANILO KIS","MAIGRET ÉRIC","Sociologie de la communication et des medias","Armand Colin","Sciences Sociales et Humaines","Clio"
"SERBIE","DANILO KIS","MALINGREY RÉMI","Chagrin mode d’emploi","Gallimard","Lettres","Rende"
"SERBIE","DANILO KIS","MARTIN PAUL","Maudit manoir","Bayard Jeunesse","Jeunesse","Laguna"
"SERBIE","DANILO KIS","MERLEAU-PONTY MAURICE","Éloge de la philosophie et autres essais","Gallimard","Philosophie","Izdavacka Knijarnica"
"SERBIE","DANILO KIS","MICHAUX HENRI","Un barbare en Asie","Gallimard","Lettres","AED Studio"
"SERBIE","DANILO KIS","MICHON PIERRE","Rimbaud le fils","Gallimard","Lettres","Filip Visnjic"
"SERBIE","DANILO KIS","MOINE RAPHAËLLE","Les Genres du cinéma","Armand Colin","Arts","Clio"
"SERBIE","DANILO KIS","MONTBRIAL THIERRY (DE)","L’Action et le Système du monde","PUF","Sciences Sociales et Humaines","Clio"
"SERBIE","DANILO KIS","NÉMIROVSKY IRÈNE","Suite française","Denoël","Lettres","Laguna"
"SERBIE","DANILO KIS","ORMESSON JEAN (D ’)","Dieu, sa vie, son œuvre","Gallimard","Lettres","Plato"
"SERBIE","DANILO KIS","OSTER CHRISTIAN","Mon grand appartement","Minuit","Lettres","Rad"
"SERBIE","DANILO KIS","PAGÈS YVES","Petites natures mortes au travail","Gallimard","Lettres","Beopolis"
"SERBIE","DANILO KIS","PEF","Une si jolie poupée","Gallimard jeunesse","Jeunesse","Evro"
"SERBIE","DANILO KIS","PÉJU PIERRE","La Petite Chartreuse","Gallimard","Lettres","Ne & Bo"
"SERBIE","DANILO KIS","PELT JEAN-MARIE","La Loi de la jungle","Fayard","Sciences Sociales et Humaines","Geo Poetika"
"SERBIE","DANILO KIS","QUIGNARD PASCAL","Vie secrète","Gallimard","Lettres","Plato"
"SERBIE","DANILO KIS","QUIGNARD PASCAL","Tous les matins du monde","Gallimard","Lettres","Geo Poetika"
"SERBIE","DANILO KIS","REY ANNE","Satie","Le Seuil","Arts","Izdavacka Knijarnica"
"SERBIE","DANILO KIS","RICŒUR PAUL","De l’interprétation","Le Seuil","Philosophie","Sluzbeni List"
"SERBIE","DANILO KIS","SATRAPI MARJANE","Persépolis 1 et 2","L’Association","Jeunesse","Fabrika Knjiga"
"SERBIE","DANILO KIS","SCHNEIDER MARCEL","Wagner","Le Seuil","Arts","Kisa"
"SERBIE","DANILO KIS","SERVIER JEAN","Histoire de l’utopie","Gallimard","Sciences Sociales et Humaines","Clio"
"SERBIE","DANILO KIS","SHAN SA","Impératrice","Albin Michel","Lettres","Laguna"
"SERBIE","DANILO KIS","SHAN SA","La Joueuse de go","Grasset","Lettres","Laguna"
"SERBIE","DANILO KIS","SMUDJA GRADIMIR","Au Moulin-Rouge","Delcourt","Lettres","Politikin Zabovnik"
"SERBIE","DANILO KIS","TODD EMMANUEL","Après l’empire","Gallimard","Sciences Sociales et Humaines","Paideia"
"SERBIE","DANILO KIS","TOUSSAINT JEAN-PHILIPPE","La Salle de bain","Minuit","Lettres","Rad"
"SERBIE","DANILO KIS","VARGAS FRED","Pars vite et reviens tard","Viviane Hamy","Lettres","Hedone"
"SERBIE","DANILO KIS","VEYNE PAUL","L’Empire gréco-romain","Le Seuil","Sciences Sociales et Humaines","Svetovi"
"SERBIE","DANILO KIS","VIAN BORIS","L’Herbe rouge","Fayard","Lettres","Kisa"
"SERBIE","DANILO KIS","VIAN BORIS","Les Fourmis","Fayard","Lettres","Kisa"
"SERBIE","DANILO KIS","VIAN BORIS","L’Arrache-cœur","Fayard","Lettres","Kisa"
"SERBIE","DANILO KIS","VIAN BORIS","J’irai cracher sur vos tombes","Fayard","Lettres","Kisa"
"SERBIE","DANILO KIS","WABERI ABDOURAHMAN","Transit","Gallimard","Lettres","Clio"
"SERBIE","DANILO KIS","ZASK JOËLLE","Art et démocratie","PUF","Sciences Sociales et Humaines","Clio"
"SLOVAQUIE","FÉLIX","ABBÉ PIERRE","Mon Dieu… Pourquoi?","Plon","Lettres","Sofa"
"SLOVAQUIE","FÉLIX","CARRÈRE EMMANUEL","Un roman russe","P.O.L.","Lettres","PT Vydavatelstvo"
"SLOVAQUIE","FÉLIX","COCTEAU JEAN","Les Enfants terribles","Grasset","Lettres","Kalligram"
"SLOVAQUIE","FÉLIX","CORBIN ALAIN, COURTINE JEAN-JACQUES & VIGARELLO GEORGES","Histoire du corps (vol. I): De la Renaissance aux Lumières","Le Seuil","Sciences Sociales et Humaines","Agora"
"SLOVAQUIE","FÉLIX","CORBIN ALAIN, COURTINE JEAN-JACQUES & VIGARELLO GEORGES","Histoire du corps (vol. II): De la Révolution à la Grande guerre","Le Seuil","Sciences Sociales et Humaines","Agora"
"SLOVAQUIE","FÉLIX","CORBIN ALAIN, COURTINE JEAN-JACQUES & VIGARELLO GEORGES","Histoire du corps (vol. III): Les mutations du regard, le XX e siècle","Le Seuil","Sciences Sociales et Humaines","Agora"
"SLOVAQUIE","FÉLIX","CORMANN ENZO","Toujours l’orage","Minuit","Lettres","Institut de Théâtre slovaque"
"SLOVAQUIE","FÉLIX","DARRIEUSSECQ MARIE","Le Bébé","P.O.L.","Lettres","Sofa"
"SLOVAQUIE","FÉLIX","DARRIEUSSECQ MARIE","Claire dans la forêt","Des femmes","Lettres","Sofa"
"SLOVAQUIE","FÉLIX","DERRIDA JACQUES","Apprendre à vivre enfin","Galilée","Philosophie","Vydavatelstvo Pristojova Technika"
"SLOVAQUIE","FÉLIX","DOLTO FRANÇOISE","Parole pour adolescents","Gallimard jeunesse","Jeunesse","Mlade Leta"
"SLOVAQUIE","FÉLIX","ECHENOZ JEAN","Ravel","Minuit","Lettres","Vydavatelstvo Pristojova Technika"
"SLOVAQUIE","FÉLIX","EGLOFF JOËL","L’Étourdissement","Méta Éditions","Lettres","Kalligram"
"SLOVAQUIE","FÉLIX","FERMINE MAXENCE","Opium","Albin Michel","Lettres","Vydavatelstvo Pristojova Technika"
"SLOVAQUIE","FÉLIX","FERMINE MAXENCE","Neige","Arléa","Lettres","Vydavatelstvo Pristojova Technika"
"SLOVAQUIE","FÉLIX","FOUCAULT MICHEL","Histoire de la folie à l’âge classique","Gallimard","Philosophie","Agora"
"SLOVAQUIE","FÉLIX","FOUCAULT MICHEL","La Volonté de savoir","Gallimard","Philosophie","Agora"
"SLOVAQUIE","FÉLIX","FOUCAULT MICHEL","L’Usage des plaisirs","Gallimard","Philosophie","Agora"
"SLOVAQUIE","FÉLIX","FOUCAULT MICHEL","Le Souci de soi","Gallimard","Philosophie","Agora"
"SLOVAQUIE","FÉLIX","GIRARD RENÉ","Les Origines de la culture","Desclée de Brouwer","Sciences Sociales et Humaines","Agora"
"SLOVAQUIE","FÉLIX","HOUELLEBECQ MICHEL","La Possibilité d’une île","Fayard","Lettres","Agora"
"SLOVAQUIE","FÉLIX","JONCOUR SERGE","L’Idole","Flammarion","Lettres","Sofa"
"SLOVAQUIE","FÉLIX","KOLTÈS BERNARD-MARIE","Dans la solitude des champs de coton","Minuit","Lettres","Institut de Théâtre slovaque"
"SLOVAQUIE","FÉLIX","LAGARCE JEAN-LUC","J’étais dans ma maison et j’attendais…","Les Solitaires Intempestifs","Lettres","Institut de Théâtre slovaque"
"SLOVAQUIE","FÉLIX","LIPOVETSKY GILLES","Le Bonheur paradoxal","Gallimard","Sciences Sociales et Humaines","Agora"
"SLOVAQUIE","FÉLIX","LITTELL JONATHAN","Les Bienveillantes","Andrew Nurnberg Ass.","Lettres","Agora"
"SLOVAQUIE","FÉLIX","MODIANO PATRICK","Un pedigree","Gallimard","Lettres","Agora"
"SLOVAQUIE","FÉLIX","NOTHOMB AMÉLIE","Antechrista","Albin Michel","Lettres","Vydavatelstvo Pristojova Technika"
"SLOVAQUIE","FÉLIX","PAVIS PATRICE","Le Théâtre contemporain","Armand Colin","Lettres","Institut de Théâtre slovaque"
"SLOVAQUIE","FÉLIX","PENNAC DANIEL","Le Dictateur et le Hamac","Gallimard","Lettres","Sofa"
"SLOVAQUIE","FÉLIX","REBOUX PAUL","Les Animaux et l’Amour","Fayard","Lettres","Vydavatelstvo Pristojova Technika"
"SLOVAQUIE","FÉLIX","ROSANVALLON PIERRE","La Contre-démocratie","Le Seuil","Sciences Sociales et Humaines","Agora"
"SLOVAQUIE","FÉLIX","SERVIER JEAN","Histoire de l’utopie","Gallimard","Sciences Sociales et Humaines","Agora"
"SLOVAQUIE","FÉLIX","TOUSSAINT JEAN-PHILIPPE","Faire l’amour","Minuit","Lettres","Sofa"
"SLOVAQUIE","FÉLIX","VINAVER MICHEL","Portrait d’une femme","Actes Sud","Lettres","Divadelni Ustav V Praze"
"SLOVAQUIE","FÉLIX","WEIL SIMONE","La Pesanteur et la Grâce","Plon","Lettres","Kalligram"
"SLOVAQUIE","FÉLIX","ZEP","Titeuf (tome V): Et le derrière des choses","Glénat","Jeunesse","Enigma"
"SLOVÉNIE","VODNIK","AMETTE JACQUES-PIERRE","La Maîtresse de Brecht","Albin Michel","Lettres","Ucila International Zalozba"
"SLOVÉNIE","VODNIK","ARON RAYMOND","Paix et guerre entre les nations","Calmann-Lévy","Sciences Sociales et Humaines","Univerza v Ljubljani"
"SLOVÉNIE","VODNIK","ATTALI JACQUES","Bruits","PUF","Sciences Sociales et Humaines","Maska"
"SLOVÉNIE","VODNIK","BADIOU ALAIN","Petit manuel d’inesthétique","Le Seuil","Philosophie","Association Apokalipsa"
"SLOVÉNIE","VODNIK","BADIOU ALAIN","Conditions","Le Seuil","Philosophie","Zalozba Zrc"
"SLOVÉNIE","VODNIK","BALIBAR ÉTIENNE","Nous, citoyens d’Europe?","La Découverte","Sciences Sociales et Humaines","Zalozba Sophia"
"SLOVÉNIE","VODNIK","BAUDRILLARD JEAN","L’Esprit du terrorisme","Galilée","Philosophie","Association Apokalipsa"
"SLOVÉNIE","VODNIK","BENVENISTE ÉMILE","La Libation, le sacrifice, le vœu, prière et supplication","Minuit","Sciences Sociales et Humaines","Hyperion"
"SLOVÉNIE","VODNIK","BONNEFOY YVES","Les Planches courtes","Mercure de France","Lettres","Ustanova Velenjska Knijzna Fundacija"
"SLOVÉNIE","VODNIK","BOURRIAUD NICOLAS","Esthétique relationnelle","Les presses du réel","Arts","Maska"
