"pays","nom pap","auteur","titre","editeur","type","editeur trad"
"BRÉSIL","DRUMMOND DE ANDRADE","GRUZINSKI SERGE","La Guerre des images","Fayard","Sciences Sociales et Humaines","Companhia Das Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","GRUZINSKI SERGE","La Pensée métisse","Fayard","Sciences Sociales et Humaines","Companhia Das Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","GUATTARI FÉLIX","Chaosmose","Conférences de Rio","Philosophie","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","GUENANCIA PIERRE","Descartes et l’Ordre du politique","PUF","Sciences Sociales et Humaines","Lepm","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","GUENOUN DENIS","L’Exhibition des mots","Circé","Sciences Sociales et Humaines","Folhetim","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","HANOUN HUBERT","Les Paris de l’éducation","PUF","Sciences Sociales et Humaines","Unesp","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","HARTOG FRANÇOIS","Le XIX e siècle et l’Histoire","PUF","Sciences Sociales et Humaines","UFRJ","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","HARTOG FRANÇOIS","Le XIX e siècle et l’Histoire : le cas de Fustel","PUF","Sciences Sociales et Humaines","UFRJ","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","HOUELLEBECQ MICHEL","Extension du domaine de la lutte","Maurice Nadeau","Lettres","Sulina","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","HUGO VICTOR","Le Dernier Jour d’un condamné","","Lettres","Estacao Liberdade","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","HUGO VICTOR","Les Misérables","","Lettres","Casa DA Palavra","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","HUISMAN DENIS","Le Dictionnaire des philosophes","PUF","Philosophie","Martins Fontes","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","IFFLY CATHERINE","Église catholique, territoires et mobilisations sociales au Brésil","","Sciences Sociales et Humaines","UNESP","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","IONESCO EUGÈNE","La Cantatrice chauve","Gallimard","Lettres","Papirus Campinas","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","JACOB FRANÇOIS","La Souris, la mouche et l’homme","Odile Jacob","Sciences et Techniques","Companhia Das Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","JACOB MAX","Le Cabinet noir","Gallimard","Lettres","Sette Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","JEUDY HENRI-PIERRE","Le Corps comme objet d’art","Armand Colin","Sciences Sociales et Humaines","Estacao Liberdade","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","JEUDY HENRI-PIERRE","L’Ironie de la communication","Lettre volée","Sciences Sociales et Humaines","Sulina","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","JIMENEZ MARC","La Critique : crise de l’art ou consensus culturel ?","Klincksieck","Arts","Francisco Alves","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","JULLIEN FRANÇOIS","Figures de l’immanence","Grasset","Philosophie","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","JULLIEN FRANÇOIS","Traité de l’efficacité","Grasset","Philosophie","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","KADARÉ ISMAIL","Avril brisé","Fayard","Lettres","Companhia Das Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","KAUFMANN PIERRE","L’Apport freudien Éléments pour une encyclopédie de la psychanalyse","Bordas","Sciences Sociales et Humaines","Jorge Zahar","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","KERBRAT-ORECCHIONI CATHERINE","Les Actes du langage dans le discours","Nathan","Sciences Sociales et Humaines","EDUFF","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","KOFMAN SARAH","L’Enfance de l’art","Galilée","Lettres","Relume Dumara","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","KOJÈVE ALEXANDRE","Introduction à la lecture de Hegel","Gallimard","Philosophie","Contraponto","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","KOLTÈS BERNARD-MARIE","Combat de nègre et de chiens","Minuit","Lettres","Sette Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","KOUROUMA AHMADOU","Allah n’est pas obligé","Le Seuil","Lettres","Estacao Liberdade","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LACAN JACQUES","Écrits","Le Seuil","Philosophie","Jorge Zahar","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LATOUR BRUNO","Nous n’avons jamais été modernes","La Découverte","Philosophie","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LATOUR BRUNO","La Vie de laboratoire","La Découverte","Philosophie","Relume Dumara","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LE BOULEZ JEAN-PIERRE","Pierre Fatumbi Verger : un homme libre","","Arts","Fond. Pierre Verger","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LE GOFF JACQUES","Une vie pour l’histoire","La Découverte","Sciences Sociales et Humaines","Unesp","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LE GUILLOU PHILIPPE","La Rumeur du soleil","Gallimard","Lettres","Francisco Alves","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LE ROY-LADURIE EMMANUEL","L’État royal","Hachette","Sciences Sociales et Humaines","Companhia Das Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LEFORT CLAUDE","Écrire à l’épreuve du politique","Pocket","Philosophie","Discurso Editorial","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LÉVI-STRAUSS CLAUDE","Mythologiques (tome II)","Plon","Sciences Sociales et Humaines","Cosac & Naify","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LÉVI-STRAUSS CLAUDE","Mythologiques (tome III)","Plon","Sciences Sociales et Humaines","Cosac & Naify","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LÉVI-STRAUSS CLAUDE","Regarder, écouter, lire","Plon","Sciences Sociales et Humaines","Companhia Das Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LÉVY PIERRE","Qu’est-ce que le virtuel ?","La Découverte","Sciences Sociales et Humaines","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LÉVY PIERRE","Les Technologies de l’intelligence","La Découverte","Sciences Sociales et Humaines","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LIBERA ALAIN (DE)","Penser au Moyen Âge","Le Seuil","Philosophie","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LICHTENSTEIN JACQUELINE","La Couleur éloquente","Flammarion","Sciences Sociales et Humaines","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LIPOVETSKY GILLES","Le Luxe éternel","Gallimard","Sciences Sociales et Humaines","Sulina","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LORAUX NICOLE","L’Invention d’Athènes","Ehess","Philosophie","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LOUYS PIERRE","Trois filles de leur mère","","Lettres","Agalma","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","LYOTARD JEAN-FRANÇOIS","Pérégrinations","Galilée","Philosophie","Estacao Libertade","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MAFFESOLI MICHEL","Éloge de la raison sensible","Grasset","Sciences Sociales et Humaines","Vozes Petropolis","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MAFFESOLI MICHEL","L’Ombre de Dyonisos","LGF","Sciences Sociales et Humaines","Zouk","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MAFFESOLI MICHEL","La Violence totalitaire","Desclée de Brouwer","Sciences Sociales et Humaines","Sulina","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MANET ÉDOUARD","Voyage à Rio. Lettres de jeunesse","","Lettres","Jose Olympio","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MASSIN JEAN & MASSIN BRIGITTE","Histoire de la musique occidentale","Fayard","Arts","Nova Fronteira","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MATTELART ARMAND","La Communication planétaire","La Découverte","Sciences Sociales et Humaines","Sulina","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MAUPASSANT GUY (DE)","Recueil de nouvelles","Gallimard","Lettres","Berlandis","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MAUSS ALBERT","Sociologie et anthropologie","PUF","Sciences Sociales et Humaines","Cosac & Naify","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MEDDEB ABDELWAHAB","La Maladie de l’Islam","Le Seuil","Sciences Sociales et Humaines","UFMG","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MEILLASSOUX CLAUDE","Anthropologie de l’esclavage","PUF","Sciences Sociales et Humaines","Jorge Zahar","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MICHON PIERRE","Rimbaud le fils","Gallimard","Lettres","Sulina","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MICHON PIERRE","Rimbaud le fils","Gallimard","Lettres","Sulina","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MICHON PIERRE","Vies minuscules","Gallimard","Lettres","Estacao Liberdade","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MISSAC PIERRE","Passage de Walter Benjamin","Le Seuil","Sciences Sociales et Humaines","Iluminuras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MONDZAIN MARIE-JOSÉ","Image, icône, économie","Le Seuil","Sciences Sociales et Humaines","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MORIN EDGAR","L’Homme et la Mort","Le Seuil","Sciences Sociales et Humaines","Imago Editora","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MORIN EDGAR","La Méthode (tome I)","Le Seuil","Sciences Sociales et Humaines","Sulina","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MORIN EDGAR","La Méthode (tome II)","Le Seuil","Sciences Sociales et Humaines","Sulina","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MOULIER BOUTANG YANN","« Louis Althusser», une biographie (2 vol.)","Grasset","Philosophie","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","MURALT ANDRÉ (DE)","La Métaphysique du phénomène","Librairie philo. Vrin","Philosophie","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","NDIAYE MARIE","Comédie classique","POL","Lettres","Estacao Liberdade","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","NOTHOMB AMÉLIE","Robert des noms propres","Albin Michel","Lettres","Nova Fronteira","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","NOVARINA VALÈRE","Pour Louis de Funès. Lettre aux acteurs","POL","Lettres","Sette Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","NOVARINA VALÈRE","Le Sas","Éd. Théâtrales","Lettres","Sette Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","NOVARINA VALÈRE","Zoo de nuit","Éd. Théâtrales","Lettres","Sette Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","PENNAC DANIEL","Cabot-Caboche","Gallimard","Jeunesse","Agir S/A Editora","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","PENNAC DANIEL","Kamo","Gallimard","Jeunesse","Salamandra","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","PENNAC DANIEL","L’Œil du loup","Gallimard","Jeunesse","Agir S/A Editora","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","PIGNARRE PHILIPPE","Qu’est-ce qu’un médicament ?","La Découverte","Sciences et Techniques","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","PLAISANCE ERICH & VERGNAUD GÉRARD","Les Sciences de l’éducation","La Découverte","Sciences Sociales et Humaines","Editora Da Universidade Federal","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","PONNAU DOMINIQUE","Figures de Dieu. La religion dans l’art","Text","Arts","Fluminense UNESP","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","POUTIGNAT PIERRE & STREIFF-FENART JOCELYNE","Théories de l’ethnicité","PUF","Sciences Sociales et Humaines","Unesp","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","PROUST MARCEL","La Mort de Baltassare Silvande et autres histoires","Gallimard","Lettres","Editora Paraula","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","PROUST MARCEL","Un amour de Swann","Gallimard","Lettres","LPM","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","QUENEAU RAYMOND","Exercices de style","Gallimard","Lettres","Imago Editora","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","QUINTANE NATHALIE","Début","POL","Lettres","Cosac & Naify","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","RANCIÈRE JACQUES","La Mésentente","Galilée","Philosophie","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","RANCIÈRE JACQUES","Politiques de l’écriture (recueil d’articles)","","Philosophie","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","REEVES HUBERT & ROSNAY JOËL (DE)","La Plus Belle Histoire du monde Les secrets de nos origines","Le Seuil","Sciences et Techniques","Vozes Petropolis","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","RÉMOND RENÉ","Pour une histoire politique","Le Seuil","Sciences Sociales et Humaines","Editora Da Fundacao Getulio Vargas","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","RICŒUR PAUL","Temps et Récit (2 vol.)","Le Seuil","Philosophie","Papirus Campinas","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","ROCHÉ HENRI-PIERRE","Carnets. Les années Jules et Jim","Karin Grunds","Lettres","Nova Fronteira","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","ROSOLATO GUY","La Portée du désir","PUF","Sciences Sociales et Humaines","Jorge Zahar","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","ROSSET CLÉMENT","La Force majeure","Minuit","Philosophie","Relume Dumara","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","ROUDINESCO ÉLISABETH & PLON MICHEL","Dictionnaire de la psychanalyse","Fayard","Sciences Sociales et Humaines","Jorge Zahar","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","RUBY CHRISTIAN","Introduction à la philosophie politique","Gallimard","Philosophie","Unesp","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","RYGAERT JEAN-PIERRE","Lire le théâtre contemporain","Dunod","Lettres","Martins Fontes","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SAINT-JOHN PERSE","Amers","Gallimard","Lettres","Atelie Editorial","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SALAMA PIERRE & DESTREMAU BLANDINE","Mesures et démesures de la pauvreté","La Découverte","Sciences Sociales et Humaines","Garamond","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SAND GEORGE","Le Chêne parlant","Bourgois","Lettres","Paraula","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SAND GEORGE","La Reine Coux","Bourgois","Lettres","Paraula","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SARTRE JEAN-PAUL","Critique de la raison dialectique","Gallimard","Philosophie","DPEA","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SARTRE JEAN-PAUL","Saint Genet, comédien et martyr","Gallimard","Lettres","Vozes","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SCHMITT ÉRIC-EMMANUEL","Variations énigmatiques","Albin Michel","Lettres","Sette Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SCHUHL JEAN-JACQUES","Ingrid Caven","Gallimard","Lettres","Companhia Das Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SENNELART MICHEL","Les Arts de gouverner","Le Seuil","Sciences Sociales et Humaines","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SERRES MICHEL","Le Tiers instruit","Gallimard","Philosophie","Nova Fronteira","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SFEZ LUCIEN","Dictionnaire de la communication","PUF","Sciences Sociales et Humaines","Imago Editora","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SIMON CLAUDE","Le Tramway","Minuit","Lettres","Sulina","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SIMON YVES","Le Prochain Amour","Grasset","Lettres","Sulina","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SIMONDON GILBERT","L’Individuation et sa genèse physico-biologique","Jérôme Millon","Sciences Sociales et Humaines","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SOLLERS PHILIPPE","Le Paradis de Cézanne","Gallimard","Lettres","Jose Olympio","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SOLLERS PHILIPPE","Sade contre l’être suprême","Gallimard","Lettres","Estacao Libertade Livraria","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","SORMAN GUY","Le Capital, suite et fins","Fayard","Sciences Sociales et Humaines","Francisco Alves","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","STAROBINSKI JEAN","L’Invention de la liberté","Skira","Lettres","Unesp","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","STAROBINSKI JEAN","Montaigne en mouvement","Gallimard","Lettres","Companhia Das Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","STENGERS ISABELLE","Naissance des sciences modernes","La Découverte","Philosophie","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","TILLINAC DENIS","Je me souviens de Paris","Flammarion","Lettres","Jose Olympio","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","TOCQUEVILLE ALEXIS (DE)","La Démocratie en Amérique","","Lettres","Martins Fontes","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","TOURAINE ALAIN","Pourrons-nous vivre ensemble ?","Fayard","Sciences Sociales et Humaines","Vozes Petropolis","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","TOURNIER MICHEL","Vendredi ou la vie sauvage","Gallimard","Lettres","Bertrand Brasil","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","TOUSSAINT JEAN-FRANÇOIS","La Télévision","Minuit","Lettres","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","VALADIER PAUL","Éloge de la conscience","Le Seuil","Sciences Sociales et Humaines","Unisinos","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","VALENSI LUCETTE","Fables de la mémoire","Le Seuil","Sciences Sociales et Humaines","Nova Fronteira","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","VALÉRY PAUL","Charmes","Gallimard","Lettres","Sette Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","VARELA FRANCISCO","Un savoir sur l’éthique","La Découverte","Sciences Sociales et Humaines","Editora Palas Athena Do Brasil","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","VARGAS FRED","Pars vite et reviens tard","Viviane Hamy","Lettres","Companhia Das Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","VIAN BORIS","Poésies","Fayard","Lettres","Nankin","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","VIDAL-NAQUET PIERRE","Le Monde d’Homère","Perrin","Sciences Sociales et Humaines","Companhia Das Letras","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","VIRILIO PAUL","Cybermonde, la politique du pire","Textuel","Philosophie","Relume Dumara","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","VIRILIO PAUL","L’Espace critique","Bourgois","Philosophie","Editora 34","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","VIRILIO PAUL","La Notion d’accident","Galilée","Philosophie","Estacao Libertade","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","WOLTON DOMINIQUE","Internet, et après ?","Flammarion","Sciences Sociales et Humaines","Sulina","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","ZARKA YVES CHARLES","Hobbes et la pensée politique moderne","PUF","Philosophie","Lepm","1990-01-01"
"BRÉSIL","DRUMMOND DE ANDRADE","ZUMTHOR PAUL","La Lettre et la Voix","Le Seuil","Sciences Sociales et Humaines","Companhia Das Letras","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","18 titres de la collection « Que sais-je ? »","PUF","Sciences Sociales et Humaines","Odri","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","6 titres de la collection « cascade (policier jeunesse)»","Rageot","Jeunesse","Nov Zlatorog","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","6 titres de la collection « ABCdaire»","Flammarion","Arts;Lettres","Uniscorp","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","8 titres de la collection « Que sais-je ? »","PUF","Sciences Sociales et Humaines","Kama","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","ABCdaire de la chasse","Flammarion","Sciences Sociales et Humaines","Uniscorp","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Afrique, Amériques et Océanie","Larousse","Sciences Sociales et Humaines","Icon","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Animaux","Fleurus","Jeunesse","Pan Publishing House","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Les Animaux (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","L’Aventure des livres","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","La Campagne (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Le Carnaval des animaux","Nathan","Jeunesse","Intervigor","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Comprendre l’IRM","Masson","Sciences et Techniques","Medizina I Fizkultura","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Le Corps (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Les Couples célèbres","Larousse","Sciences Sociales et Humaines","Icon","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Découvertes et inventions","Larousse Bordas","Sciences Sociales et Humaines","Icon","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Dictionnaire de la civilisation égyptienne","Larousse","Sciences Sociales et Humaines","Paradox","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Dictionnaire de la civilisation grecque","Larousse","Sciences Sociales et Humaines","Paradox","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Dictionnaire de la civilisation romaine","Larousse","Sciences Sociales et Humaines","Paradox","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Dictionnaire de la mythologie grecque et romaine","Larousse","Sciences Sociales et Humaines","Eurasia Abagar","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Dictionnaire de la psychanalyse","Larousse","Sciences Sociales et Humaines","Eurasia Abagar","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Dictionnaire de la psychiatrie","Larousse","Sciences et Techniques","Eurasia Abagar","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Dictionnaire de la psychologie","Larousse","Sciences Sociales et Humaines","Eurasia Abagar","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Le Dictionnaire des drogues","Larousse","Sciences Sociales et Humaines","Riva","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Dictionnaire des femmes célèbres","Laffont","Sciences Sociales et Humaines","Valent","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Les Dinosaures (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Europe et Asie","Larousse","Sciences Sociales et Humaines","Icon","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Fabriquer (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","La Faculté de juger (Colloque de Cerisy)","Minuit","Philosophie","Arges","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Forêt","Fleurus","Jeunesse","Pan Publishing House","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Le Français commercial","Larousse/UGE","Sciences Sociales et Humaines","Lettera","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Grand Dictionnaire de la psychologie","Larousse","Sciences Sociales et Humaines","Faber","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Les Grandes Énigmes","Larousse Bordas","Sciences Sociales et Humaines","Icon","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Les Grandes Tragédies","Larousse","Lettres","Icon","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Les Grands Événements de l’histoire du monde","Larousse","Sciences Sociales et Humaines","Icon","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","L’Histoire (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Histoire de l’art","Larousse Bordas","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Histoire de la famille (tomes I et II)","Armand Colin","Sciences Sociales et Humaines","Lik","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Histoire des mœurs (tome I), coll. « Bibliothèque de la Pléiade»","Gallimard","Sciences Sociales et Humaines","Lik","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Histoire du monde","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Imagerie de l’Espace","Fleurus","Jeunesse","Pan Publishing House","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Les Inventions, (coll. « imagerie»)","Fleurus","Jeunesse","Pan Publishing House","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Larousse de poche","Larousse","Sciences Sociales et Humaines","Abagar","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Mathématiques et informatiques (l’encyclopédie des jeunes)","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Memo","SEJER","Lettres","Icon","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Mémo junior","Larousse Bordas","Jeunesse","Icon","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","La Mer (coll. « Ma première encyclopédie»)","Larousse","Jeunesse","Sluntse","1990-01-01"
"BULGARIE","VITOCHA","COLLECTIF","Les Métiers. Encyclopédie des 5/7 ans","Larousse","Jeunesse","Sluntse","1990-01-01"
