"pays","nom pap","auteur","titre","editeur","type","editeur trad"
"RUSSIE","POUCHKINE","HALBWACHS MAURICE","Les Cadres sociaux de la mémoire","Albin Michel","Philosophie","Novoe Izdatel’stvo","2005-01-01"
"RUSSIE","POUCHKINE","HEITZ BRUNO","Pli non urgent","Mango","Jeunesse","Samokat","2005-01-01"
"RUSSIE","POUCHKINE","HUSTON NANCY","Une adoration","La Nouvelle Agence","Lettres","Text","2005-01-01"
"RUSSIE","POUCHKINE","HUSTON NANCY","Lignes de faille","La Nouvelle Agence","Lettres","Text","2005-01-01"
"RUSSIE","POUCHKINE","HYPPOLITE JEAN","Logique et Existence","PUF","Philosophie","Vladimir Dal","2005-01-01"
"RUSSIE","POUCHKINE","JARCZYK GWENDOLINE","De Kojève à Hegel","Albin Michel","Philosophie","Rousskij Mir","2005-01-01"
"RUSSIE","POUCHKINE","JULLIEN FRANÇOIS","Du temps","Grasset","Philosophie","Progress-Tradition","2005-01-01"
"RUSSIE","POUCHKINE","KOJEVE ALEXANDRE","L’Athéisme","Gallimard","Philosophie","Praxis","2005-01-01"
"RUSSIE","POUCHKINE","LACAN JACQUES","Le Séminaire. Livre VII: L’éthique de la psychanalyse","Le Seuil","Sciences Sociales et Humaines","Gnosis","2005-01-01"
"RUSSIE","POUCHKINE","LACAN JACQUES","Des noms-du-père","Le Seuil","Sciences Sociales et Humaines","Gnosis","2005-01-01"
"RUSSIE","POUCHKINE","LAPLANCHE JEAN & PONTALIS J.B.","Vocabulaire de la psychanalyse","PUF","Sciences Sociales et Humaines","Université de St Petersbourg","2005-01-01"
"RUSSIE","POUCHKINE","LATOUR BRUNO","Nous n’avons jamais été modernes","La Découverte","Sciences Sociales et Humaines","EUSP Press","2005-01-01"
"RUSSIE","POUCHKINE","LE CLÉZIO JEAN-MARIE GUSTAVE","Lullaby","Gallimard","Jeunesse","Samokat","2005-01-01"
"RUSSIE","POUCHKINE","LE GOFF JACQUES","Une histoire du corps au Moyen Âge","Liana Levi","Sciences Sociales et Humaines","Text","2005-01-01"
"RUSSIE","POUCHKINE","LEFORT CLAUDE","Les Formes de l’histoire","Gallimard","Sciences Sociales et Humaines","Nauka","2005-01-01"
"RUSSIE","POUCHKINE","LYOTARD JEAN-FRANÇOIS","Le Postmoderne expliqué aux enfants","Galilée","Lettres","RGGU","2005-01-01"
"RUSSIE","POUCHKINE","MALAURIE JEAN","L’Allée des baleines","Fayard","Sciences Sociales et Humaines","Nota Bene","2005-01-01"
"RUSSIE","POUCHKINE","MARIN LOUIS","Des pouvoirs de l’image: gloses","Le Seuil","Philosophie","Kulturanaya Initsiativa","2005-01-01"
"RUSSIE","POUCHKINE","MICHON PIERRE","Vies minuscules","Gallimard","Lettres","Kommentarii","2005-01-01"
"RUSSIE","POUCHKINE","MICHON PIERRE","Corps du roi","Verdier","Lettres","Kommentarii","2005-01-01"
"RUSSIE","POUCHKINE","MILNER JEAN-CLAUDE","Le Pas philosophique de Roland Barthes","Verdier","Sciences Sociales et Humaines","New Literary Review","2005-01-01"
"RUSSIE","POUCHKINE","MONTBRIAL THIERRY (DE)","L’Action et le Système du monde","PUF","Sciences Sociales et Humaines","Rosspen Publishing House","2005-01-01"
"RUSSIE","POUCHKINE","MONTHERLANT HENRI (DE)","Aux fontaines du désir","Gallimard","Lettres","BSG-PRESS","2005-01-01"
"RUSSIE","POUCHKINE","MORGENSTERN SUSIE","Lettres d’amour de 0 à 10 ans","L’École des Loisirs","Jeunesse","OGI","2005-01-01"
"RUSSIE","POUCHKINE","MOURLEVAT JEAN-CLAUDE","La Rivière à l’envers","Pocket Jeunesse","Jeunesse","Samokat","2005-01-01"
"RUSSIE","POUCHKINE","MOURLEVAT JEAN-CLAUDE","Le Combat d’hiver","Gallimard jeunesse","Jeunesse","Samokat","2005-01-01"
"RUSSIE","POUCHKINE","MURAIL MARIE-AUDE","Oh Boy!","L’École des Loisirs","Jeunesse","Samokat","2005-01-01"
"RUSSIE","POUCHKINE","MURAIL MARIE-AUDE","Un dimanche chez les dinosaures","L’École des Loisirs","Jeunesse","Samokat","2005-01-01"
"RUSSIE","POUCHKINE","NÉMIROVSKY IRÈNE","Suite française","Denoël","Lettres","Text","2005-01-01"
"RUSSIE","POUCHKINE","NOTHOMB AMÉLIE","Acide sulfurique","Albin Michel","Lettres","Inostranka","2005-01-01"
"RUSSIE","POUCHKINE","OSTER CHRISTIAN","Les Rendez-vous","Minuit","Lettres","Inostranka","2005-01-01"
"RUSSIE","POUCHKINE","PARISOT CHRISTIAN","Modigliani","Gallimard","Arts","Text","2005-01-01"
"RUSSIE","POUCHKINE","PENNAC DANIEL","Comme un roman","Gallimard","Lettres","Samokat","2005-01-01"
"RUSSIE","POUCHKINE","PEREC GEORGES","La Vie mode d’emploi","Hachette littératures","Lettres","Ivan Limbakh","2005-01-01"
"RUSSIE","POUCHKINE","PETER RENÉ","Une saison avec Marcel Proust (souvenirs)","Gallimard","Lettres","BSG Press","2005-01-01"
"RUSSIE","POUCHKINE","PICASSO PABLO","Poèmes","Le Cherche Midi","Lettres","Text","2005-01-01"
"RUSSIE","POUCHKINE","PINSON JEAN-CLAUDE","J’habite ici","Champ Vallon","Lettres","Kommentarii","2005-01-01"
"RUSSIE","POUCHKINE","QUIGNARD PASCAL","Le Salon du Wurtemberg","Gallimard","Lettres","Azbooka","2005-01-01"
"RUSSIE","POUCHKINE","QUINT MICHEL","Effroyables jardins","Gallimard","Lettres","Fluide","2005-01-01"
"RUSSIE","POUCHKINE","RABREAU DANIEL","Claude-Nicolas Ledoux (1736-1806)","William Blake","Arts","Architecton","2005-01-01"
"RUSSIE","POUCHKINE","RAMBAUD PATRICK","L’Idiot du village","Grasset","Lettres","Text","2005-01-01"
"RUSSIE","POUCHKINE","RAMBAUD PATRICK","Le Chat botté","Grasset & Fasquelle","Lettres","Text","2005-01-01"
"RUSSIE","POUCHKINE","RANCIÈRE JACQUES","Aux bords du politique","La Fabrique","Sciences Sociales et Humaines","Praxis","2005-01-01"
"RUSSIE","POUCHKINE","RANCIÈRE JACQUES","Malaise dans l’esthétique","Galilée","Philosophie","Université européenne St P","2005-01-01"
"RUSSIE","POUCHKINE","RANCIÈRE JACQUES","Le Destin des images","La Fabrique","Philosophie","Université européenne St P","2005-01-01"
"RUSSIE","POUCHKINE","ROBBE-GRILLET ALAIN","Pour un nouveau roman","Minuit","Lettres","Ladomir","2005-01-01"
"RUSSIE","POUCHKINE","ROUGEMONT DENIS (DE)","L’Amour et l’Occident","Plon","Sciences Sociales et Humaines","Novoe Izdatel’stvo","2005-01-01"
"RUSSIE","POUCHKINE","SEEL PIERRE","Moi, Pierre Seel, déporté homosexuel","Calmann-Lévy","Lettres","Text","2005-01-01"
"RUSSIE","POUCHKINE","SHAN SA","Porte de la paix céleste","Rocher","Lettres","Text","2005-01-01"
"RUSSIE","POUCHKINE","SOLLERS PHILIPPE","Casanova l’admirable","Plon","Lettres","Colibri","2005-01-01"
"RUSSIE","POUCHKINE","STAROBINSKI JEAN","Action et Réaction","Le Seuil","Sciences Sociales et Humaines","Kulturanaya Initsiativa","2005-01-01"
"RUSSIE","POUCHKINE","TOPOR ROLAND","La Cuisine cannibale","Le Seuil","Lettres","Nezavisimaya Gazeta","2005-01-01"
"RUSSIE","POUCHKINE","TOPOR ROLAND","La Princesse Angine","Méta Éditions","Lettres","Samokat","2005-01-01"
"RUSSIE","POUCHKINE","TOUSSAINT JEAN-PHILIPPE","Monsieur","Minuit","Lettres","Inostranka","2005-01-01"
"RUSSIE","POUCHKINE","VARGAS FRED","Debout les morts","Viviane Hamy","Lettres","Inostranka","2005-01-01"
"RUSSIE","POUCHKINE","VOLODINE ANTOINE","Des anges mineurs","Le Seuil","Lettres","OGI","2005-01-01"
"RUSSIE","POUCHKINE","WAHL JEAN","Le Malheur de la conscience dans la philosophie de Hegel","PUF","Philosophie","Vladimir Dal","2005-01-01"
"RUSSIE","POUCHKINE","WITTIG MONIQUE","L’Opoponax","Minuit","Lettres","Société des Amis de L.-F. Céline","2005-01-01"
"SERBIE","DANILO KIS","DIVERS","Larousse de la BD","Larousse","Jeunesse","Dagda Doo","2005-01-01"
"SERBIE","DANILO KIS","ALMERAS ARNAUD","Lili Barouf","Bayard jeunesse","Jeunesse","Laguna","2005-01-01"
"SERBIE","DANILO KIS","ARDENNE PAUL","L’Art contextuel","Flammarion","Sciences Sociales et Humaines","Kisa","2005-01-01"
"SERBIE","DANILO KIS","ATTALI JACQUES","Bruits","PUF","Sciences Sociales et Humaines","Biblioteka XX Vek","2005-01-01"
"SERBIE","DANILO KIS","AUMONT JACQUES","Les Théories des cinéastes","Armand Colin","Arts","Clio","2005-01-01"
"SERBIE","DANILO KIS","AUMONT JACQUES","L’Analyse des films","Armand Colin","Arts","Clio","2005-01-01"
"SERBIE","DANILO KIS","AUMONT JACQUES","Esthétique du film","Armand Colin","Arts","Clio","2005-01-01"
"SERBIE","DANILO KIS","BACHELARD GASTON","La Poétique de l’espace","PUF","Philosophie","GRADAC","2005-01-01"
"SERBIE","DANILO KIS","BARBERIS DOMINIQUE","Ce qui s’enfuit","Gallimard","Lettres","Kisa","2005-01-01"
"SERBIE","DANILO KIS","BESSON PATRICK","Saint Sépulcre!","Fayard","Lettres","Rad","2005-01-01"
"SERBIE","DANILO KIS","BOUCHERON BERNARD (DU)","Court serpent","Gallimard","Lettres","Kisa","2005-01-01"
"SERBIE","DANILO KIS","BUJOR FLAVIA","La Prophétie des pierres","Anne Carrière","Lettres","Plato","2005-01-01"
"SERBIE","DANILO KIS","BUTOR MICHEL","La Modification","Minuit","Lettres","Alfa","2005-01-01"
"SERBIE","DANILO KIS","CADIER FLORENCE","Qui est Laurette?","Nathan","Jeunesse","Baobab","2005-01-01"
"SERBIE","DANILO KIS","CAMUS ALBERT","","Œuvres choisies Gallimard","Lettres","Paideia","2005-01-01"
"SERBIE","DANILO KIS","CANDÉ ROLAND (DE)","Vivaldi","Le Seuil","Arts","Kisa","2005-01-01"
"SERBIE","DANILO KIS","CATHRINE ARNAUD","Sweet Home","Gallimard","Lettres","Rende","2005-01-01"
"SERBIE","DANILO KIS","CLAIR JEAN","La Responsabilité de l’artiste","Gallimard","Arts","GRADAC","2005-01-01"
"SERBIE","DANILO KIS","COENEN-HUTHER JOSETTE","Sociologie des élites","Armand Colin","Sciences Sociales et Humaines","Clio","2005-01-01"
"SERBIE","DANILO KIS","COMTE-SPONVILLE ANDRÉ","Petit traité des grandes vertus","PUF","Philosophie","Plato","2005-01-01"
"SERBIE","DANILO KIS","CORMANN ENZO","Le Testament de Vénus","Gallimard","Lettres","Kisa","2005-01-01"
"SERBIE","DANILO KIS","CORTANZE GÉRARD (DE)","Assam","Albin Michel","Lettres","Laguna","2005-01-01"
"SERBIE","DANILO KIS","CRÉCY NICOLAS (DE)","Cafés moulus","Gallimard","Lettres","Beopolis","2005-01-01"
"SERBIE","DANILO KIS","DAI SIJIÉ","Le Complexe de Di","Gallimard","Lettres","Paideia","2005-01-01"
"SERBIE","DANILO KIS","DELOCHE BERNARD","Le Musée virtuel","PUF","Arts","Clio","2005-01-01"
"SERBIE","DANILO KIS","DRIEU LA ROCHELLE PIERRE","Le Feu follet","Gallimard","Lettres","Kisa","2005-01-01"
"SERBIE","DANILO KIS","DRIEU LA ROCHELLE PIERRE","Journal d’un homme trompé","Gallimard","Lettres","Kisa","2005-01-01"
"SERBIE","DANILO KIS","DRIEU LA ROCHELLE PIERRE","Gilles","Gallimard","Lettres","Kisa","2005-01-01"
"SERBIE","DANILO KIS","DRIEU LA ROCHELLE PIERRE","L’Homme couvert de femmes","Gallimard","Lettres","Kisa","2005-01-01"
"SERBIE","DANILO KIS","DUBOUIS LOUIS","L’Union européenne","Doc. Française","Sciences Sociales et Humaines","G17","2005-01-01"
"SERBIE","DANILO KIS","DUBY GEORGES","Le Temps des cathédrales","Gallimard","Sciences Sociales et Humaines","Izdavacka Knijarnica","2005-01-01"
"SERBIE","DANILO KIS","DUPEREY ANNY","Allons voir plus loin, veux-tu?","Le Seuil","Lettres","Plato","2005-01-01"
"SERBIE","DANILO KIS","DUTEURTRE BENOÎT","Service clientèle","Gallimard","Lettres","Filip Visnjic","2005-01-01"
"SERBIE","DANILO KIS","ECHENOZ JEAN","Un an","Minuit","Lettres","Rad","2005-01-01"
"SERBIE","DANILO KIS","ECHENOZ JEAN","Nous trois","Minuit","Lettres","Rad","2005-01-01"
"SERBIE","DANILO KIS","FAVRET JEAN-MARC","Dossier Camille Claudel","EJA","Arts","Institut G 17","2005-01-01"
"SERBIE","DANILO KIS","FOSSETTE DANIÈLE","Même pas peur de l’école","Nathan","Jeunesse","Baobab","2005-01-01"
"SERBIE","DANILO KIS","FOUCAULT MICHEL","Naissance de la biopolitique","Le Seuil","Philosophie","Svetovi","2005-01-01"
"SERBIE","DANILO KIS","GAUDÉ LAURENT","Le Soleil des Scorta","Actes Sud","Lettres","Paideia","2005-01-01"
"SERBIE","DANILO KIS","GAVALDA ANNA","Ensemble, c’est tout","Le Dilettante","Lettres","Paideia","2005-01-01"
"SERBIE","DANILO KIS","GENET JEAN","Journal du voleur","Gallimard","Lettres","GRADAC","2005-01-01"
"SERBIE","DANILO KIS","GERNET JACQUES","Le Monde chinois","Armand Colin","Sciences Sociales et Humaines","Clio","2005-01-01"
"SERBIE","DANILO KIS","GHATA YASMINE","La Nuit des calligraphes","Fayard","Lettres","Laguna","2005-01-01"
"SERBIE","DANILO KIS","GIDEL HENRY","Sarah Bernhardt","Flammarion","Arts","Kisa","2005-01-01"
"SERBIE","DANILO KIS","GIESBERT FRANZ OLIVIER","L’Américain","Gallimard","Lettres","Clio","2005-01-01"
"SERBIE","DANILO KIS","GOB ANDRÉ","La Muséologie","Armand Colin","Sciences Sociales et Humaines","Clio","2005-01-01"
"SERBIE","DANILO KIS","GRENIER ROGER","Les Larmes d’Ulysse","Gallimard","Lettres","Kisa","2005-01-01"
"SERBIE","DANILO KIS","GUENE FAÏZA","Kiffe-kiffe demain","Hachette littératures","Lettres","Laguna","2005-01-01"
"SERBIE","DANILO KIS","GUIRAND FÉLIX","Mythes et Mythologie","Larousse","Sciences Sociales et Humaines","Plato","2005-01-01"
"SERBIE","DANILO KIS","HADDAD HUBERT","La culture de l’hystérie n’est pas une spécialité horticole","Fayard","Lettres","Kisa","2005-01-01"
"SERBIE","DANILO KIS","HADOT PIERRE","Qu’est-ce que la philosophie antique?","Gallimard","Philosophie","Plato","2005-01-01"
"SERBIE","DANILO KIS","HALPERN CATHERINE","Identité (s): l’individu, le groupe, la société","Sciences Humaines","Sciences Sociales et Humaines","Clio","2005-01-01"
"SERBIE","DANILO KIS","JANKELEVITCH VLADIMIR","La Mort","Flammarion","Philosophie","GRADAC","2005-01-01"
"SERBIE","DANILO KIS","JAPRISOT SÉBASTIEN","Un long dimanche de fiançailles","Denoël","Lettres","Laguna","2005-01-01"
"SERBIE","DANILO KIS","JARDIN ALEXANDRE","Les Coloriés","Gallimard","Lettres","Kisa","2005-01-01"
"SERBIE","DANILO KIS","JASMIN DAVID","L’Europe des découvertes","Le Pommier","Sciences Sociales et Humaines","A.K.M. Edukacija","2005-01-01"
"SERBIE","DANILO KIS","JODOROWSKY ALEXANDRO","L’Incal (tomes I à VI)","Humanoïdes Associés","Jeunesse","System Comics","2005-01-01"
"SERBIE","DANILO KIS","JODOROWSKY ALEXANDRO","Avant l’Incal (tome III)","Humanoïdes Associés","Jeunesse","System Comics","2005-01-01"
"SERBIE","DANILO KIS","JODOROWSKY ALEXANDRO","Les Technopères (tome II)","Humanoïdes Associés","Jeunesse","System Comics","2005-01-01"
"SERBIE","DANILO KIS","JONCOUR SERGE","UV","Le Dilettante","Lettres","Paideia","2005-01-01"
"SERBIE","DANILO KIS","KADDOUR HÉDI","Waltenberg","Gallimard","Lettres","Kisa","2005-01-01"
"SERBIE","DANILO KIS","KONINCK THOMAS (DE)","Philosophie de l’éducation","PUF","Philosophie","Clio","2005-01-01"
"SERBIE","DANILO KIS","LAFERRIERE DANY","Le Goût des jeunes filles","Grasset","Lettres","Laguna","2005-01-01"
"SERBIE","DANILO KIS","LAMBLIN CHRISTIAN","","6 titres de la série «Croque la vie» Nathan","Jeunesse","Laguna","2005-01-01"
"SERBIE","DANILO KIS","LAURRENT ÉRIC","Clara Stern","Minuit","Lettres","Rad","2005-01-01"
"SERBIE","DANILO KIS","LE CLÉZIO JEAN-MARIE GUSTAVE","L’Africain","Mercure de France","Lettres","Ne & Bo","2005-01-01"
"SERBIE","DANILO KIS","LÉNA PIERRE","Graines de sciences (vol. IV à VII)","Le Pommier","Sciences et Techniques","A.K.M. Edukacija","2005-01-01"
"SERBIE","DANILO KIS","LÉVI-STRAUSS CLAUDE","Les Mythologiques","Plon","Sciences Sociales et Humaines","Kisa","2005-01-01"
"SERBIE","DANILO KIS","MAALOUF AMIN","Léon l’Africain","Lattès","Lettres","Laguna","2005-01-01"
"SERBIE","DANILO KIS","MAALOUF AMIN","Les Croisades vues par les Arabes","Lattès","Lettres","Laguna","2005-01-01"
"SERBIE","DANILO KIS","MAIGRET ÉRIC","Sociologie de la communication et des medias","Armand Colin","Sciences Sociales et Humaines","Clio","2005-01-01"
"SERBIE","DANILO KIS","MALINGREY RÉMI","Chagrin mode d’emploi","Gallimard","Lettres","Rende","2005-01-01"
"SERBIE","DANILO KIS","MARTIN PAUL","Maudit manoir","Bayard Jeunesse","Jeunesse","Laguna","2005-01-01"
"SERBIE","DANILO KIS","MERLEAU-PONTY MAURICE","Éloge de la philosophie et autres essais","Gallimard","Philosophie","Izdavacka Knijarnica","2005-01-01"
"SERBIE","DANILO KIS","MICHAUX HENRI","Un barbare en Asie","Gallimard","Lettres","AED Studio","2005-01-01"
"SERBIE","DANILO KIS","MICHON PIERRE","Rimbaud le fils","Gallimard","Lettres","Filip Visnjic","2005-01-01"
"SERBIE","DANILO KIS","MOINE RAPHAËLLE","Les Genres du cinéma","Armand Colin","Arts","Clio","2005-01-01"
"SERBIE","DANILO KIS","MONTBRIAL THIERRY (DE)","L’Action et le Système du monde","PUF","Sciences Sociales et Humaines","Clio","2005-01-01"
"SERBIE","DANILO KIS","NÉMIROVSKY IRÈNE","Suite française","Denoël","Lettres","Laguna","2005-01-01"
"SERBIE","DANILO KIS","ORMESSON JEAN (D ’)","Dieu, sa vie, son œuvre","Gallimard","Lettres","Plato","2005-01-01"
"SERBIE","DANILO KIS","OSTER CHRISTIAN","Mon grand appartement","Minuit","Lettres","Rad","2005-01-01"
"SERBIE","DANILO KIS","PAGÈS YVES","Petites natures mortes au travail","Gallimard","Lettres","Beopolis","2005-01-01"
"SERBIE","DANILO KIS","PEF","Une si jolie poupée","Gallimard jeunesse","Jeunesse","Evro","2005-01-01"
"SERBIE","DANILO KIS","PÉJU PIERRE","La Petite Chartreuse","Gallimard","Lettres","Ne & Bo","2005-01-01"
"SERBIE","DANILO KIS","PELT JEAN-MARIE","La Loi de la jungle","Fayard","Sciences Sociales et Humaines","Geo Poetika","2005-01-01"
"SERBIE","DANILO KIS","QUIGNARD PASCAL","Vie secrète","Gallimard","Lettres","Plato","2005-01-01"
"SERBIE","DANILO KIS","QUIGNARD PASCAL","Tous les matins du monde","Gallimard","Lettres","Geo Poetika","2005-01-01"
"SERBIE","DANILO KIS","REY ANNE","Satie","Le Seuil","Arts","Izdavacka Knijarnica","2005-01-01"
"SERBIE","DANILO KIS","RICŒUR PAUL","De l’interprétation","Le Seuil","Philosophie","Sluzbeni List","2005-01-01"
"SERBIE","DANILO KIS","SATRAPI MARJANE","Persépolis 1 et 2","L’Association","Jeunesse","Fabrika Knjiga","2005-01-01"
"SERBIE","DANILO KIS","SCHNEIDER MARCEL","Wagner","Le Seuil","Arts","Kisa","2005-01-01"
"SERBIE","DANILO KIS","SERVIER JEAN","Histoire de l’utopie","Gallimard","Sciences Sociales et Humaines","Clio","2005-01-01"
"SERBIE","DANILO KIS","SHAN SA","Impératrice","Albin Michel","Lettres","Laguna","2005-01-01"
"SERBIE","DANILO KIS","SHAN SA","La Joueuse de go","Grasset","Lettres","Laguna","2005-01-01"
"SERBIE","DANILO KIS","SMUDJA GRADIMIR","Au Moulin-Rouge","Delcourt","Lettres","Politikin Zabovnik","2005-01-01"
"SERBIE","DANILO KIS","TODD EMMANUEL","Après l’empire","Gallimard","Sciences Sociales et Humaines","Paideia","2005-01-01"
"SERBIE","DANILO KIS","TOUSSAINT JEAN-PHILIPPE","La Salle de bain","Minuit","Lettres","Rad","2005-01-01"
"SERBIE","DANILO KIS","VARGAS FRED","Pars vite et reviens tard","Viviane Hamy","Lettres","Hedone","2005-01-01"
"SERBIE","DANILO KIS","VEYNE PAUL","L’Empire gréco-romain","Le Seuil","Sciences Sociales et Humaines","Svetovi","2005-01-01"
"SERBIE","DANILO KIS","VIAN BORIS","L’Herbe rouge","Fayard","Lettres","Kisa","2005-01-01"
"SERBIE","DANILO KIS","VIAN BORIS","Les Fourmis","Fayard","Lettres","Kisa","2005-01-01"
"SERBIE","DANILO KIS","VIAN BORIS","L’Arrache-cœur","Fayard","Lettres","Kisa","2005-01-01"
"SERBIE","DANILO KIS","VIAN BORIS","J’irai cracher sur vos tombes","Fayard","Lettres","Kisa","2005-01-01"
"SERBIE","DANILO KIS","WABERI ABDOURAHMAN","Transit","Gallimard","Lettres","Clio","2005-01-01"
"SERBIE","DANILO KIS","ZASK JOËLLE","Art et démocratie","PUF","Sciences Sociales et Humaines","Clio","2005-01-01"
"SLOVAQUIE","FÉLIX","ABBÉ PIERRE","Mon Dieu… Pourquoi?","Plon","Lettres","Sofa","2005-01-01"
"SLOVAQUIE","FÉLIX","CARRÈRE EMMANUEL","Un roman russe","P.O.L.","Lettres","PT Vydavatelstvo","2005-01-01"
"SLOVAQUIE","FÉLIX","COCTEAU JEAN","Les Enfants terribles","Grasset","Lettres","Kalligram","2005-01-01"
"SLOVAQUIE","FÉLIX","CORBIN ALAIN, COURTINE JEAN-JACQUES & VIGARELLO GEORGES","Histoire du corps (vol. I): De la Renaissance aux Lumières","Le Seuil","Sciences Sociales et Humaines","Agora","2005-01-01"
"SLOVAQUIE","FÉLIX","CORBIN ALAIN, COURTINE JEAN-JACQUES & VIGARELLO GEORGES","Histoire du corps (vol. II): De la Révolution à la Grande guerre","Le Seuil","Sciences Sociales et Humaines","Agora","2005-01-01"
"SLOVAQUIE","FÉLIX","CORBIN ALAIN, COURTINE JEAN-JACQUES & VIGARELLO GEORGES","Histoire du corps (vol. III): Les mutations du regard, le XX e siècle","Le Seuil","Sciences Sociales et Humaines","Agora","2005-01-01"
"SLOVAQUIE","FÉLIX","CORMANN ENZO","Toujours l’orage","Minuit","Lettres","Institut de Théâtre slovaque","2005-01-01"
"SLOVAQUIE","FÉLIX","DARRIEUSSECQ MARIE","Le Bébé","P.O.L.","Lettres","Sofa","2005-01-01"
"SLOVAQUIE","FÉLIX","DARRIEUSSECQ MARIE","Claire dans la forêt","Des femmes","Lettres","Sofa","2005-01-01"
"SLOVAQUIE","FÉLIX","DERRIDA JACQUES","Apprendre à vivre enfin","Galilée","Philosophie","Vydavatelstvo Pristojova Technika","2005-01-01"
"SLOVAQUIE","FÉLIX","DOLTO FRANÇOISE","Parole pour adolescents","Gallimard jeunesse","Jeunesse","Mlade Leta","2005-01-01"
"SLOVAQUIE","FÉLIX","ECHENOZ JEAN","Ravel","Minuit","Lettres","Vydavatelstvo Pristojova Technika","2005-01-01"
"SLOVAQUIE","FÉLIX","EGLOFF JOËL","L’Étourdissement","Méta Éditions","Lettres","Kalligram","2005-01-01"
"SLOVAQUIE","FÉLIX","FERMINE MAXENCE","Opium","Albin Michel","Lettres","Vydavatelstvo Pristojova Technika","2005-01-01"
"SLOVAQUIE","FÉLIX","FERMINE MAXENCE","Neige","Arléa","Lettres","Vydavatelstvo Pristojova Technika","2005-01-01"
"SLOVAQUIE","FÉLIX","FOUCAULT MICHEL","Histoire de la folie à l’âge classique","Gallimard","Philosophie","Agora","2005-01-01"
"SLOVAQUIE","FÉLIX","FOUCAULT MICHEL","La Volonté de savoir","Gallimard","Philosophie","Agora","2005-01-01"
"SLOVAQUIE","FÉLIX","FOUCAULT MICHEL","L’Usage des plaisirs","Gallimard","Philosophie","Agora","2005-01-01"
"SLOVAQUIE","FÉLIX","FOUCAULT MICHEL","Le Souci de soi","Gallimard","Philosophie","Agora","2005-01-01"
"SLOVAQUIE","FÉLIX","GIRARD RENÉ","Les Origines de la culture","Desclée de Brouwer","Sciences Sociales et Humaines","Agora","2005-01-01"
"SLOVAQUIE","FÉLIX","HOUELLEBECQ MICHEL","La Possibilité d’une île","Fayard","Lettres","Agora","2005-01-01"
"SLOVAQUIE","FÉLIX","JONCOUR SERGE","L’Idole","Flammarion","Lettres","Sofa","2005-01-01"
"SLOVAQUIE","FÉLIX","KOLTÈS BERNARD-MARIE","Dans la solitude des champs de coton","Minuit","Lettres","Institut de Théâtre slovaque","2005-01-01"
"SLOVAQUIE","FÉLIX","LAGARCE JEAN-LUC","J’étais dans ma maison et j’attendais…","Les Solitaires Intempestifs","Lettres","Institut de Théâtre slovaque","2005-01-01"
"SLOVAQUIE","FÉLIX","LIPOVETSKY GILLES","Le Bonheur paradoxal","Gallimard","Sciences Sociales et Humaines","Agora","2005-01-01"
"SLOVAQUIE","FÉLIX","LITTELL JONATHAN","Les Bienveillantes","Andrew Nurnberg Ass.","Lettres","Agora","2005-01-01"
"SLOVAQUIE","FÉLIX","MODIANO PATRICK","Un pedigree","Gallimard","Lettres","Agora","2005-01-01"
"SLOVAQUIE","FÉLIX","NOTHOMB AMÉLIE","Antechrista","Albin Michel","Lettres","Vydavatelstvo Pristojova Technika","2005-01-01"
"SLOVAQUIE","FÉLIX","PAVIS PATRICE","Le Théâtre contemporain","Armand Colin","Lettres","Institut de Théâtre slovaque","2005-01-01"
"SLOVAQUIE","FÉLIX","PENNAC DANIEL","Le Dictateur et le Hamac","Gallimard","Lettres","Sofa","2005-01-01"
"SLOVAQUIE","FÉLIX","REBOUX PAUL","Les Animaux et l’Amour","Fayard","Lettres","Vydavatelstvo Pristojova Technika","2005-01-01"
"SLOVAQUIE","FÉLIX","ROSANVALLON PIERRE","La Contre-démocratie","Le Seuil","Sciences Sociales et Humaines","Agora","2005-01-01"
"SLOVAQUIE","FÉLIX","SERVIER JEAN","Histoire de l’utopie","Gallimard","Sciences Sociales et Humaines","Agora","2005-01-01"
"SLOVAQUIE","FÉLIX","TOUSSAINT JEAN-PHILIPPE","Faire l’amour","Minuit","Lettres","Sofa","2005-01-01"
"SLOVAQUIE","FÉLIX","VINAVER MICHEL","Portrait d’une femme","Actes Sud","Lettres","Divadelni Ustav V Praze","2005-01-01"
"SLOVAQUIE","FÉLIX","WEIL SIMONE","La Pesanteur et la Grâce","Plon","Lettres","Kalligram","2005-01-01"
"SLOVAQUIE","FÉLIX","ZEP","Titeuf (tome V): Et le derrière des choses","Glénat","Jeunesse","Enigma","2005-01-01"
"SLOVÉNIE","VODNIK","AMETTE JACQUES-PIERRE","La Maîtresse de Brecht","Albin Michel","Lettres","Ucila International Zalozba","2005-01-01"
"SLOVÉNIE","VODNIK","ARON RAYMOND","Paix et guerre entre les nations","Calmann-Lévy","Sciences Sociales et Humaines","Univerza v Ljubljani","2005-01-01"
"SLOVÉNIE","VODNIK","ATTALI JACQUES","Bruits","PUF","Sciences Sociales et Humaines","Maska","2005-01-01"
"SLOVÉNIE","VODNIK","BADIOU ALAIN","Petit manuel d’inesthétique","Le Seuil","Philosophie","Association Apokalipsa","2005-01-01"
"SLOVÉNIE","VODNIK","BADIOU ALAIN","Conditions","Le Seuil","Philosophie","Zalozba Zrc","2005-01-01"
